temperature,date,version,ID,length,clutch no,
24,07/01/2016,2,C.2.2.6,644.426,,
24,07/01/2016,2,C.2.2.5,665.912,,
24,07/01/2016,2,C.2.2.4,652.971,,
24,07/01/2016,2,C.2.2.3,663.142,,
24,07/01/2016,2,C.2.2.2,665.022,,
24,07/01/2016,2,C.2.1.1,647.933,,
24,07/01/2016,1,1C.1.3,2022.651,,
24,07/02/2016,2,A.2.3.6,717.046,,
24,07/02/2016,2,A.2.3.5,690.496,,
24,07/02/2016,2,A.2.3.4,674.043,,
24,07/02/2016,2,A.2.3.3,705.05,,
24,07/02/2016,2,A.2.3.2,720.284,,
24,07/02/2016,2,A.2.3.1,721.165,,
24,07/02/2016,1,2.A.1.4,2421.574,,
24,07/02/2016,2,F.2.1.3,638.942,,
24,07/02/2016,2,F.2.1.2,670.426,,
24,07/02/2016,2,F.2.1.1,681.926,,
24,07/02/2016,1,1.F.1.3,2013.913,,
24,07/03/2016,2,2.3.3,613.231,,
24,07/03/2016,2,2.3.2,607.559,,
24,07/03/2016,2,C.2.3.1,583.788,,
24,07/03/2016,1,1.C.1.3,2100.174,,
24,07/04/2016,2,F.2.2.3,650.369,,
24,07/04/2016,2,F.2.2.2,663.631,,
24,07/04/2016,2,F.2.2.1,667.125,,
24,07/04/2016,2,A.2.4.3,693.305,,
24,07/04/2016,2,A.2.4.2,706.245,,
24,07/04/2016,2,A.2.4.1,674.03,,
24,07/04/2016,1,1.F.1.3,2110.037,,
24,07/04/2016,1,2A.1.4,2486.226,,
24,07/05/2016,2,L,732.192,,
24,07/05/2016,2,A,695.291,,
24,07/05/2016,1,2A1.2,2362.383,,
24,07/05/2016,2,C.2.4.3,616.608,4,
24,07/05/2016,2,C.2.4.2,587.211,4,
24,07/05/2016,2,C.2.4.1,585.163,4,
24,07/05/2016,1,1C1.3,2256.958,4,
24,07/05/2016,2,G.2.1.3,567.938,1,
24,07/05/2016,2,G2.1.2,637.457,1,
24,07/05/2016,2,G.2.1.1,786.497,1,
24,07/05/2016,1,2G1.5,1901.465,1,
24,07/06/2016,2,F2.3.3,651.303,3,
24,07/06/2016,2,F2.3.2,672.382,3,
24,07/06/2016,2,F2.3.1,650.634,3,
24,07/06/2016,1,2G15,1984.295,2,
24,07/06/2016,2,G2.2.3,590.442,2,
24,07/06/2016,2,G2.2.2,644.172,2,
24,07/06/2016,2,G2.2.1,636.198,2,
24,07/06/2016,2,E,660.422,,
24,07/06/2016,2,F,836.942,,
24,07/06/2016,2,B,784.35,,
24,07/11/2016,1,G.2.4.3,618.196,4,
24,07/11/2016,1,G.2.4.2,776.968,4,
24,07/11/2016,1,G.2.4.1,781.746,4,
24,07/11/2016,1,2G15,2173.067,,
24,07/11/2016,2,V2.F.1.A,642.709,1,
24,07/11/2016,2,V2.F.1.B,595.556,1,
24,07/11/2016,2,V2.F.1.C,628.202,1,
24,07/11/2016,2,V2.F,1982.991,1,
24,07/12/2016,2,V2.E,1899.974,,
24,07/12/2016,2,V2.N,2164.809,,
24,07/12/2016,2,V2.E.1.A,776.553,1,
24,07/12/2016,2,V2.E.1.B,713.21,1,
24,07/12/2016,2,V2.E.1.C,705.421,1,
24,07/12/2016,2,V2.N.1.A,769.076,1,
24,07/12/2016,2,V2.N.1.B,782.882,1,
24,07/12/2016,2,V2.N.1.C,839.17,1,
24,07/13/2016,2,V2.F,2173.088,2,
24,07/13/2016,2,V2.E,1941.143,,
24,07/13/2016,2,V2.F.2.A,615.866,2,
24,07/13/2016,2,V2.F.2.B,653.658,2,
24,07/13/2016,2,V2.F.2.C,663.5,2,
24,07/13/2016,2,V2.L,1744.941,1,
24,07/13/2016,2,V2.L.1.A,621.851,1,
24,07/13/2016,2,V2.L.1.B,602.218,1,
24,07/13/2016,2,V2.L.1.C,543.616,,
24,07/13/2016,2,V2.A,1854.054,,
24,07/13/2016,2,V2.A.1.A,605.13,1,
24,07/13/2016,2,V2.A.1.B,618.309,1,
24,07/13/2016,2,V2.A.1.C,619.055,1,
24,07/13/2016,2,V2.B,2041.427,1,
24,07/13/2016,2,V2.B.1.A,606.831,1,
24,07/13/2016,2,V2.B.1.B,794.858,1,
24,07/13/2016,2,V2.B.1.C,762.078,1,
24,07/14/2016,2,V2.E,1988.416,2,
24,07/14/2016,2,V2.E.2.A,609.839,2,
24,07/14/2016,2,V2.E.2.B,791.867,2,
24,07/14/2016,2,V2.E.2.C,822.954,2,
24,07/14/2016,2,V2.B.2.A,600.856,2,
24,07/15/2016,2,B.2.A,866.061,2,
24,07/15/2016,2,B.2.B,852.748,2,
24,07/15/2016,2,B.2.C,811.498,2,
24,07/15/2016,2,B,2175.511,2,
24,07/15/2016,2,F,2270.188,2,
24,07/15/2016,2,F.2.A,627.782,2,
24,07/15/2016,2,F.2.B,630.003,2,
24,07/15/2016,2,F.2.C,645.986,2,
24,07/17/2016,2,A,1984.839,,
24,07/17/2016,2,B,2360.917,,
24,07/17/2016,2,E,1964.738,,
24,07/17/2016,2,L,1940.239,,
24,07/17/2016,2,F,2393.659,,
24,07/17/2016,2,N,2390.092,1,
24,07/17/2016,2,N.1.A,1143.237,1,
24,07/17/2016,2,N.1.B,1009.163,1,
24,07/17/2016,2,N.1.C,1153.861,1,
24,07/17/2016,1,1K14,2356.139,,
24,07/17/2016,2,K,768.43,,INITIAL SIZE
24,07/17/2016,2,G,904.757,,INITIAL SIZE
24,07/18/2016,2,L,2172.003,3,
24,07/18/2016,2,N,2415.681,2,
24,07/18/2016,2,A,2124.901,3,
24,07/18/2016,2,B,2452.862,4,
24,07/18/2016,2,B.4.A,644.209,4,
24,07/18/2016,2,B.4.B,613.373,4,
24,07/18/2016,2,B.4.C,624.103,4,
24,07/19/2016,2,A,2330.235,4,
24,07/19/2016,2,A.4.A,666.279,4,
24,07/19/2016,2,A.4.B,662.458,4,
24,07/19/2016,2,A.4.C,630.19,4,
24,07/19/2016,2,F.4.A,640.414,4,
24,07/19/2016,2,F.4.B,645.051,4,
24,07/19/2016,2,F.4.C,623.716,4,
24,07/20/2016,2,L,2267.649,4,
24,07/20/2016,2,L.4.A,865.99,4,
24,07/20/2016,2,L.4.B,838.845,4,
24,07/20/2016,2,L.4.C,863.327,4,
24,07/20/2016,2,N,2550.536,3,
24,07/22/2016,2,N,2723.807,4,
24,07/22/2016,2,N.4.A,892.596,4,
24,07/22/2016,2,N.4.B,869.167,4,
24,07/22/2016,2,N.4.C,841.387,4,
,6/7/2016,,Julia,2090.489,,
,6/7/2016,,Kathryn ,2065.866,,
,6/7/2016,,Virginia ,2238.442,,
,6/7/2016,,Alice ,2179.747,,
,6/7/2016,,Jasmine ,2324.914,,
,6/13/2016,,Julia0.B4,2294.793,,
,6/13/2016,,Julia_clutch2_B3,757.199,,
,6/13/2016,,Meryl_clutch1_B2,1305..263,,
,6/13/2016,,Ronda_clutch1_B1,1484.688,,
,6/13/2016,,Julia_clutch1_A6,1602.227,,
,6/13/2016,,Sandy0_A5,2104.972,,
,6/13/2016,,Kathryn_clutch2_A4,554.666,,
,6/13/2016,,Virginia0_A3,2337.293,,
,6/13/2016,,Alice_clutch2_A2,1596.079,,
,6/13/2016,,Jasmine_A1,2448.702,,
,6/20/2016,,1Charlotte0,1957.47,,
,6/20/2016,,1Iris0,2428.175,,
,6/20/2016,,1Abigail0,2494.935,,
,6/22/2016,,1D13,845.991,,
,6/22/2016,,1D12,675.283,,
,6/22/2016,,1D11,877.577,,
,6/22/2016,,1D0,2512.341,,
,6/22/2016,,1J0,2589.498,,
,6/24/2016,,1C15,830.379,,
,6/24/2016,,1C14,789.782,,
,6/24/2016,,1C13,830.345,,
,6/24/2016,,1C12,863.652,,
,6/24/2016,,1C11,861.682,,
,6/27/2016,,1F.1.5,904.618,,
,6/27/2016,,1F.1.4,912.302,,
,6/27/2016,,1F.1.3,946.105,,
,6/27/2016,,1F.1.2,922.611,,
,6/27/2016,,1F.1.1,1022.545,,
,6/29/2016,,2E.1.2,1676.201,,
,6/29/2016,,E.2.2.6,659.891,,
,6/29/2016,,E.2.2.5,612.068,,
,6/29/2016,,E.2.2.4,671.4,,
,6/29/2016,,E.2.2.3,665.965,,
,6/29/2016,,E.2.2.2,683.161,,
,6/29/2016,,E.2.2.1,658.45,,
,6/29/2016,,E.2.1.11,873.084,,
,6/29/2016,,E.2.1.10,791.556,,
,6/29/2016,,E.2.1.9,1095.572,,
,6/29/2016,,E.2.1.8,1115.983,,
,6/29/2016,,E.2.1.7,1100.669,,
,6/29/2016,,E.2.1.6,996.717,,
,6/29/2016,,E.2.1.3,897.686,,
,6/29/2016,,E.2.1.2,993.538,,
,6/29/2016,,E.2.1.1,1067.792,,
,6/29/2016,,2E.1.4,2021.581,,
,6/29/2016,,E.2.1.4,1064.864,,
,6/29/2016,,E.2.1.5,1065.145,,
,6/29/2016,,A.2.1.7,821.261,,
,6/29/2016,,A.2.1.6,851.603,,
,6/29/2016,,A.2.1.5,817.98,,
,6/29/2016,,A2.1.4,858.501,,
,6/29/2016,,A.2.1.3,876.762,,
,6/29/2016,,A.2.1.2,855.144,,
,6/29/2016,,A.2.1.1,845.829,,
,6/29/2016,,2A.1.4,2122.906,,
,6/29/2016,,C.2.1.5,671.935,,
,6/29/2016,,C.2.1.4,646.724,,
,6/29/2016,,C.2.1.3,679.756,,
,6/29/2016,,C.2.1.2,667.641,,
,6/29/2016,,C.2.1.1,674.912,,
,6/29/2016,,1C.1.3,1867.21,,
,,1,1K1.5,624.78,,
,,1,Kathryn_CJ,2103.783,,
,,1,Jasmine_CJ,2208.794,,
,,1,Julia_CJ,2072.757,,
,,1,Virginia_CJ,2241.42,,
,,1,Alice_CJ,2074.594,,
