 ,Area,Mean,X,Y,XM,YM,Perim.,Major,Minor,Angle
1,0.000,76,4.140,3.177,4.142,3.175,0,0.004,0.004,0
2,0.000,115,4.340,3.277,4.342,3.275,0,0.004,0.004,0
3,0.000,107,4.600,3.177,4.602,3.175,0,0.004,0.004,0
4,0.000,121,4.373,2.837,4.375,2.835,0,0.004,0.004,0
5,0.000,79,4.000,2.770,4.002,2.768,0,0.004,0.004,0
6,0.000,87,3.980,2.877,3.982,2.875,0,0.004,0.004,0
7,0.000,101,4.020,2.523,4.022,2.522,0,0.004,0.004,0
8,0.000,71,4.020,2.277,4.022,2.275,0,0.004,0.004,0
9,0.000,87,4.280,2.377,4.282,2.375,0,0.004,0.004,0
10,0.000,121,4.680,2.583,4.682,2.582,0,0.004,0.004,0
11,0.000,97,4.620,2.170,4.622,2.168,0,0.004,0.004,0
12,0.000,99,4.240,2.150,4.242,2.148,0,0.004,0.004,0
13,0.000,84,4.073,1.963,4.075,1.962,0,0.004,0.004,0
14,0.000,113,3.900,2.043,3.902,2.042,0,0.004,0.004,0
15,0.000,81,3.813,1.917,3.815,1.915,0,0.004,0.004,0
16,0.000,108,3.900,1.743,3.902,1.742,0,0.004,0.004,0
17,0.000,83,4.100,1.497,4.102,1.495,0,0.004,0.004,0
18,0.000,124,4.420,1.750,4.422,1.748,0,0.004,0.004,0
