 ,Area,Mean,X,Y,XM,YM,Perim.,Major,Minor,Angle
1,0.000,67,2.720,2.983,2.722,2.982,0,0.004,0.004,0
2,0.000,54,2.720,2.783,2.722,2.782,0,0.004,0.004,0
3,0.000,34,2.967,2.757,2.968,2.755,0,0.004,0.004,0
4,0.000,43,2.913,2.350,2.915,2.348,0,0.004,0.004,0
5,0.000,59,2.913,2.537,2.915,2.535,0,0.004,0.004,0
6,0.000,56,3.333,2.390,3.335,2.388,0,0.004,0.004,0
7,0.000,52,3.273,2.517,3.275,2.515,0,0.004,0.004,0
8,0.000,48,3.320,2.737,3.322,2.735,0,0.004,0.004,0
9,0.000,53,3.207,3.030,3.208,3.028,0,0.004,0.004,0
10,0.000,66,3.800,2.643,3.802,2.642,0,0.004,0.004,0
11,0.000,111,3.580,2.843,3.582,2.842,0,0.004,0.004,0
