 ,Area,Mean,X,Y,XM,YM,Perim.,Major,Minor,Angle
1,0.000,42,0.593,2.203,0.595,2.202,0,0.004,0.004,0
2,0.000,41,0.907,2.297,0.908,2.295,0,0.004,0.004,0
3,0.000,49,0.747,2.543,0.748,2.542,0,0.004,0.004,0
4,0.000,42,0.907,2.557,0.908,2.555,0,0.004,0.004,0
5,0.000,29,0.980,2.690,0.982,2.688,0,0.004,0.004,0
6,0.000,43,1.140,2.483,1.142,2.482,0,0.004,0.004,0
7,0.000,46,1.307,2.723,1.308,2.722,0,0.004,0.004,0
8,0.000,64,1.307,2.930,1.308,2.928,0,0.004,0.004,0
9,0.000,60,1.593,2.930,1.595,2.928,0,0.004,0.004,0
10,0.000,53,1.407,3.223,1.408,3.222,0,0.004,0.004,0
11,0.000,41,1.167,3.217,1.168,3.215,0,0.004,0.004,0
12,0.000,42,0.833,3.050,0.835,3.048,0,0.004,0.004,0
