 ,Area,Mean,X,Y,XM,YM,Perim.,Major,Minor,Angle
1,0.000,61,2.693,2.857,2.695,2.855,0,0.004,0.004,0
2,0.000,59,2.920,3.143,2.922,3.142,0,0.004,0.004,0
3,0.000,81,3.073,2.957,3.075,2.955,0,0.004,0.004,0
4,0.000,78,3.047,3.463,3.048,3.462,0,0.004,0.004,0
5,0.000,64,3.433,3.317,3.435,3.315,0,0.004,0.004,0
6,0.000,58,3.293,3.017,3.295,3.015,0,0.004,0.004,0
7,0.000,65,3.653,3.023,3.655,3.022,0,0.004,0.004,0
8,0.000,59,3.747,2.863,3.748,2.862,0,0.004,0.004,0
9,0.000,51,3.653,2.757,3.655,2.755,0,0.004,0.004,0
10,0.000,55,3.407,2.790,3.408,2.788,0,0.004,0.004,0
11,0.000,55,3.080,2.730,3.082,2.728,0,0.004,0.004,0
12,0.000,51,3.253,2.610,3.255,2.608,0,0.004,0.004,0
13,0.000,54,3.353,2.463,3.355,2.462,0,0.004,0.004,0
14,0.000,56,3.560,2.310,3.562,2.308,0,0.004,0.004,0
15,0.000,51,3.747,2.450,3.748,2.448,0,0.004,0.004,0
16,0.000,60,4.040,2.757,4.042,2.755,0,0.004,0.004,0
17,0.000,63,4.120,2.543,4.122,2.542,0,0.004,0.004,0
18,0.000,57,4.120,2.343,4.122,2.342,0,0.004,0.004,0
19,0.000,62,4.000,2.303,4.002,2.302,0,0.004,0.004,0
20,0.000,62,3.813,2.190,3.815,2.188,0,0.004,0.004,0
21,0.000,59,3.540,2.057,3.542,2.055,0,0.004,0.004,0
22,0.000,60,3.780,1.890,3.782,1.888,0,0.004,0.004,0
23,0.000,78,3.993,1.963,3.995,1.962,0,0.004,0.004,0
24,0.000,59,4.113,1.763,4.115,1.762,0,0.004,0.004,0
25,0.000,69,4.313,1.870,4.315,1.868,0,0.004,0.004,0
26,0.000,76,4.313,2.103,4.315,2.102,0,0.004,0.004,0
