 ,Area,Mean,X,Y,XM,YM,Perim.,Major,Minor,Angle
1,0.000,78,2.213,2.543,2.215,2.542,0,0.004,0.004,0
2,0.000,53,2.500,2.463,2.502,2.462,0,0.004,0.004,0
3,0.000,54,2.500,2.657,2.502,2.655,0,0.004,0.004,0
4,0.000,58,2.360,2.843,2.362,2.842,0,0.004,0.004,0
5,0.000,49,2.440,2.150,2.442,2.148,0,0.004,0.004,0
6,0.000,40,2.767,2.150,2.768,2.148,0,0.004,0.004,0
7,0.000,48,2.753,2.363,2.755,2.362,0,0.004,0.004,0
8,0.000,43,2.920,2.557,2.922,2.555,0,0.004,0.004,0
9,0.000,57,3.027,2.390,3.028,2.388,0,0.004,0.004,0
10,0.000,41,3.240,2.443,3.242,2.442,0,0.004,0.004,0
11,0.000,50,3.253,2.683,3.255,2.682,0,0.004,0.004,0
12,0.000,40,3.140,2.710,3.142,2.708,0,0.004,0.004,0
13,0.000,48,2.660,2.790,2.662,2.788,0,0.004,0.004,0
14,0.000,45,2.773,2.917,2.775,2.915,0,0.004,0.004,0
15,0.000,64,2.667,3.197,2.668,3.195,0,0.004,0.004,0
16,0.000,43,2.953,3.190,2.955,3.188,0,0.004,0.004,0
17,0.000,57,3.033,3.370,3.035,3.368,0,0.004,0.004,0
18,0.000,52,3.340,3.503,3.342,3.502,0,0.004,0.004,0
19,0.000,39,3.373,3.297,3.375,3.295,0,0.004,0.004,0
20,0.000,46,3.287,3.090,3.288,3.088,0,0.004,0.004,0
21,0.000,35,3.620,2.830,3.622,2.828,0,0.004,0.004,0
22,0.000,78,3.587,3.083,3.588,3.082,0,0.004,0.004,0
