 ,Area,Mean,X,Y,XM,YM,Perim.,Major,Minor,Angle
1,0.000,50,3.040,2.263,3.042,2.262,0,0.004,0.004,0
2,0.000,41,2.920,1.990,2.922,1.988,0,0.004,0.004,0
3,0.000,74,2.920,1.710,2.922,1.708,0,0.004,0.004,0
4,0.000,61,3.093,1.930,3.095,1.928,0,0.004,0.004,0
5,0.000,40,3.120,1.803,3.122,1.802,0,0.004,0.004,0
6,0.000,68,3.280,1.463,3.282,1.462,0,0.004,0.004,0
7,0.000,38,3.520,1.723,3.522,1.722,0,0.004,0.004,0
8,0.000,62,3.767,1.657,3.768,1.655,0,0.004,0.004,0
9,0.000,57,3.767,1.423,3.768,1.422,0,0.004,0.004,0
10,0.000,55,4.060,1.497,4.062,1.495,0,0.004,0.004,0
11,0.000,98,4.160,1.737,4.162,1.735,0,0.004,0.004,0
12,0.000,52,4.073,1.790,4.075,1.788,0,0.004,0.004,0
13,0.000,66,3.787,1.950,3.788,1.948,0,0.004,0.004,0
14,0.000,39,3.733,2.197,3.735,2.195,0,0.004,0.004,0
15,0.000,70,3.413,2.097,3.415,2.095,0,0.004,0.004,0
16,0.000,42,3.407,2.257,3.408,2.255,0,0.004,0.004,0
