 ,Area,Mean,X,Y,XM,YM,Perim.,Major,Minor,Angle
1,0.000,58,2.380,0.683,2.382,0.682,0,0.004,0.004,0
2,0.000,52,2.420,0.790,2.422,0.788,0,0.004,0.004,0
3,0.000,51,2.693,0.817,2.695,0.815,0,0.004,0.004,0
4,0.000,73,2.940,1.063,2.942,1.062,0,0.004,0.004,0
5,0.000,115,3.040,0.877,3.042,0.875,0,0.004,0.004,0
6,0.000,53,3.040,0.717,3.042,0.715,0,0.004,0.004,0
7,0.000,63,2.760,0.517,2.762,0.515,0,0.004,0.004,0
8,0.000,66,3.087,0.483,3.088,0.482,0,0.004,0.004,0
9,0.000,70,3.373,0.483,3.375,0.482,0,0.004,0.004,0
10,0.000,53,3.373,0.817,3.375,0.815,0,0.004,0.004,0
11,0.000,73,3.493,0.930,3.495,0.928,0,0.004,0.004,0
12,0.000,70,3.160,0.997,3.162,0.995,0,0.004,0.004,0
13,0.000,55,3.300,1.110,3.302,1.108,0,0.004,0.004,0
14,0.000,69,3.647,1.017,3.648,1.015,0,0.004,0.004,0
15,0.000,49,3.667,0.723,3.668,0.722,0,0.004,0.004,0
16,0.000,88,3.853,0.817,3.855,0.815,0,0.004,0.004,0
