 ,Area,Mean,X,Y,XM,YM,Perim.,Major,Minor,Angle
1,0.000,62,2.247,3.083,2.248,3.082,0,0.004,0.004,0
2,0.000,57,2.333,2.923,2.335,2.922,0,0.004,0.004,0
3,0.000,48,2.480,2.803,2.482,2.802,0,0.004,0.004,0
4,0.000,83,2.360,2.597,2.362,2.595,0,0.004,0.004,0
5,0.000,59,2.693,2.417,2.695,2.415,0,0.004,0.004,0
6,0.000,42,2.287,2.323,2.288,2.322,0,0.004,0.004,0
7,0.000,74,2.047,2.350,2.048,2.348,0,0.004,0.004,0
8,0.000,68,2.047,2.763,2.048,2.762,0,0.004,0.004,0
9,0.000,54,2.200,1.910,2.202,1.908,0,0.004,0.004,0
10,0.000,55,2.393,1.690,2.395,1.688,0,0.004,0.004,0
11,0.000,56,2.520,1.823,2.522,1.822,0,0.004,0.004,0
12,0.000,59,2.547,2.017,2.548,2.015,0,0.004,0.004,0
13,0.000,64,2.653,2.243,2.655,2.242,0,0.004,0.004,0
14,0.000,58,2.767,2.010,2.768,2.008,0,0.004,0.004,0
