 ,Area,Mean,X,Y,XM,YM,Perim.,Major,Minor,Angle
1,0.000,61,2.713,2.550,2.715,2.548,0,0.004,0.004,0
2,0.000,48,2.393,2.510,2.395,2.508,0,0.004,0.004,0
3,0.000,55,2.313,2.650,2.315,2.648,0,0.004,0.004,0
4,0.000,103,2.247,2.837,2.248,2.835,0,0.004,0.004,0
5,0.000,66,2.433,2.877,2.435,2.875,0,0.004,0.004,0
6,0.000,52,2.407,3.063,2.408,3.062,0,0.004,0.004,0
7,0.000,62,2.653,2.837,2.655,2.835,0,0.004,0.004,0
8,0.000,50,2.700,3.143,2.702,3.142,0,0.004,0.004,0
9,0.000,49,2.580,3.203,2.582,3.202,0,0.004,0.004,0
10,0.000,119,2.853,3.423,2.855,3.422,0,0.004,0.004,0
11,0.000,55,3.087,3.390,3.088,3.388,0,0.004,0.004,0
12,0.000,60,3.053,3.103,3.055,3.102,0,0.004,0.004,0
13,0.000,66,2.840,3.023,2.842,3.022,0,0.004,0.004,0
