 ,Area,Mean,X,Y,XM,YM,Perim.,Major,Minor,Angle
1,0.000,108,4.640,2.850,4.642,2.848,0,0.004,0.004,0
2,0.000,62,4.447,2.790,4.448,2.788,0,0.004,0.004,0
3,0.000,63,4.180,2.737,4.182,2.735,0,0.004,0.004,0
4,0.000,90,4.207,2.523,4.208,2.522,0,0.004,0.004,0
5,0.000,96,3.907,2.517,3.908,2.515,0,0.004,0.004,0
6,0.000,61,3.753,2.570,3.755,2.568,0,0.004,0.004,0
7,0.000,61,3.427,2.423,3.428,2.422,0,0.004,0.004,0
8,0.000,65,3.227,2.190,3.228,2.188,0,0.004,0.004,0
9,0.000,66,2.980,1.917,2.982,1.915,0,0.004,0.004,0
10,0.000,69,2.913,1.483,2.915,1.482,0,0.004,0.004,0
11,0.000,66,3.000,1.577,3.002,1.575,0,0.004,0.004,0
12,0.000,58,3.153,1.177,3.155,1.175,0,0.004,0.004,0
13,0.000,58,3.300,1.557,3.302,1.555,0,0.004,0.004,0
14,0.000,66,3.453,1.603,3.455,1.602,0,0.004,0.004,0
15,0.000,125,3.500,1.323,3.502,1.322,0,0.004,0.004,0
16,0.000,80,3.727,1.417,3.728,1.415,0,0.004,0.004,0
17,0.000,81,3.680,1.597,3.682,1.595,0,0.004,0.004,0
18,0.000,59,3.567,1.717,3.568,1.715,0,0.004,0.004,0
19,0.000,55,3.807,1.743,3.808,1.742,0,0.004,0.004,0
20,0.000,59,3.387,1.877,3.388,1.875,0,0.004,0.004,0
21,0.000,54,3.473,2.043,3.475,2.042,0,0.004,0.004,0
22,0.000,72,3.680,2.257,3.682,2.255,0,0.004,0.004,0
23,0.000,56,3.873,2.243,3.875,2.242,0,0.004,0.004,0
24,0.000,61,4.160,1.843,4.162,1.842,0,0.004,0.004,0
25,0.000,83,4.113,1.570,4.115,1.568,0,0.004,0.004,0
26,0.000,73,4.440,1.937,4.442,1.935,0,0.004,0.004,0
27,0.000,71,4.293,2.217,4.295,2.215,0,0.004,0.004,0
28,0.000,96,4.480,2.217,4.482,2.215,0,0.004,0.004,0
29,0.000,116,4.607,2.410,4.608,2.408,0,0.004,0.004,0
