 ,Area,Mean,X,Y,XM,YM,Perim.,Major,Minor,Angle
1,0.000,93,1.407,2.730,1.408,2.728,0,0.004,0.004,0
2,0.000,71,1.607,2.750,1.608,2.748,0,0.004,0.004,0
3,0.000,66,1.587,3.050,1.588,3.048,0,0.004,0.004,0
4,0.000,61,1.793,2.957,1.795,2.955,0,0.004,0.004,0
5,0.000,55,1.980,2.910,1.982,2.908,0,0.004,0.004,0
6,0.000,47,2.387,2.817,2.388,2.815,0,0.004,0.004,0
7,0.000,77,2.367,3.070,2.368,3.068,0,0.004,0.004,0
8,0.000,50,2.133,3.190,2.135,3.188,0,0.004,0.004,0
9,0.000,71,1.887,3.410,1.888,3.408,0,0.004,0.004,0
10,0.000,87,2.160,3.557,2.162,3.555,0,0.004,0.004,0
11,0.000,74,2.340,3.490,2.342,3.488,0,0.004,0.004,0
12,0.000,51,2.407,3.310,2.408,3.308,0,0.004,0.004,0
13,0.000,46,2.660,3.063,2.662,3.062,0,0.004,0.004,0
14,0.000,57,2.787,3.423,2.788,3.422,0,0.004,0.004,0
15,0.000,62,2.827,3.643,2.828,3.642,0,0.004,0.004,0
16,0.000,67,2.553,3.737,2.555,3.735,0,0.004,0.004,0
17,0.000,75,2.153,2.810,2.155,2.808,0,0.004,0.004,0
