 ,Area,Mean,X,Y,XM,YM,Perim.,Major,Minor,Angle
1,0.000,58,2.573,1.250,2.575,1.248,0,0.004,0.004,0
2,0.000,62,2.613,0.903,2.615,0.902,0,0.004,0.004,0
3,0.000,60,2.780,1.103,2.782,1.102,0,0.004,0.004,0
4,0.000,64,2.893,1.323,2.895,1.322,0,0.004,0.004,0
5,0.000,56,2.787,1.550,2.788,1.548,0,0.004,0.004,0
6,0.000,60,3.053,1.723,3.055,1.722,0,0.004,0.004,0
7,0.000,77,3.287,1.543,3.288,1.542,0,0.004,0.004,0
8,0.000,66,3.567,1.597,3.568,1.595,0,0.004,0.004,0
9,0.000,65,3.747,1.670,3.748,1.668,0,0.004,0.004,0
10,0.000,70,3.707,1.963,3.708,1.962,0,0.004,0.004,0
11,0.000,77,3.873,1.797,3.875,1.795,0,0.004,0.004,0
12,0.000,54,4.053,1.823,4.055,1.822,0,0.004,0.004,0
13,0.000,90,4.153,1.537,4.155,1.535,0,0.004,0.004,0
14,0.000,77,3.913,1.350,3.915,1.348,0,0.004,0.004,0
15,0.000,58,3.633,1.330,3.635,1.328,0,0.004,0.004,0
16,0.000,108,3.720,1.157,3.722,1.155,0,0.004,0.004,0
17,0.000,84,3.407,1.037,3.408,1.035,0,0.004,0.004,0
18,0.000,58,3.233,1.323,3.235,1.322,0,0.004,0.004,0
19,0.000,58,3.107,1.010,3.108,1.008,0,0.004,0.004,0
20,0.000,67,2.947,0.863,2.948,0.862,0,0.004,0.004,0
21,0.000,71,3.700,1.503,3.702,1.502,0,0.004,0.004,0
