 ,Area,Mean,X,Y,XM,YM,Perim.,Major,Minor,Angle
1,0.000,61,2.500,0.830,2.502,0.828,0,0.004,0.004,0
2,0.000,58,2.587,1.063,2.588,1.062,0,0.004,0.004,0
3,0.000,73,2.667,0.870,2.668,0.868,0,0.004,0.004,0
4,0.000,60,2.807,0.770,2.808,0.768,0,0.004,0.004,0
5,0.000,66,2.800,0.577,2.802,0.575,0,0.004,0.004,0
6,0.000,81,3.207,0.577,3.208,0.575,0,0.004,0.004,0
7,0.000,69,3.020,0.897,3.022,0.895,0,0.004,0.004,0
8,0.000,62,2.873,1.130,2.875,1.128,0,0.004,0.004,0
9,0.000,51,2.873,1.290,2.875,1.288,0,0.004,0.004,0
10,0.000,61,3.167,1.297,3.168,1.295,0,0.004,0.004,0
11,0.000,66,3.187,1.043,3.188,1.042,0,0.004,0.004,0
12,0.000,65,3.480,0.863,3.482,0.862,0,0.004,0.004,0
13,0.000,65,3.520,1.130,3.522,1.128,0,0.004,0.004,0
14,0.000,67,3.513,1.343,3.515,1.342,0,0.004,0.004,0
15,0.000,66,3.453,1.577,3.455,1.575,0,0.004,0.004,0
16,0.000,63,3.700,1.550,3.702,1.548,0,0.004,0.004,0
17,0.000,79,3.913,1.283,3.915,1.282,0,0.004,0.004,0
