 ,Area,Mean,X,Y,XM,YM,Perim.,Major,Minor,Angle
1,0.000,73,2.340,2.623,2.342,2.622,0,0.004,0.004,0
2,0.000,73,2.407,2.857,2.408,2.855,0,0.004,0.004,0
3,0.000,62,2.567,2.823,2.568,2.822,0,0.004,0.004,0
4,0.000,56,2.620,2.397,2.622,2.395,0,0.004,0.004,0
5,0.000,72,2.500,2.557,2.502,2.555,0,0.004,0.004,0
6,0.000,59,2.873,2.503,2.875,2.502,0,0.004,0.004,0
7,0.000,64,2.833,2.670,2.835,2.668,0,0.004,0.004,0
8,0.000,61,3.087,2.730,3.088,2.728,0,0.004,0.004,0
9,0.000,67,3.100,2.943,3.102,2.942,0,0.004,0.004,0
10,0.000,56,2.927,3.030,2.928,3.028,0,0.004,0.004,0
11,0.000,63,2.660,3.110,2.662,3.108,0,0.004,0.004,0
12,0.000,72,2.800,3.403,2.802,3.402,0,0.004,0.004,0
13,0.000,84,2.987,3.330,2.988,3.328,0,0.004,0.004,0
14,0.000,69,3.173,3.317,3.175,3.315,0,0.004,0.004,0
15,0.000,53,3.373,3.070,3.375,3.068,0,0.004,0.004,0
16,0.000,50,3.500,3.463,3.502,3.462,0,0.004,0.004,0
17,0.000,89,3.360,3.343,3.362,3.342,0,0.004,0.004,0
18,0.000,96,3.240,3.570,3.242,3.568,0,0.004,0.004,0
