 ,Area,Mean,X,Y,XM,YM,Perim.,Major,Minor,Angle
1,0.000,41,3.133,1.637,3.135,1.635,0,0.004,0.004,0
2,0.000,50,3.133,1.990,3.135,1.988,0,0.004,0.004,0
3,0.000,53,3.227,2.257,3.228,2.255,0,0.004,0.004,0
4,0.000,42,3.187,2.517,3.188,2.515,0,0.004,0.004,0
5,0.000,45,3.267,2.870,3.268,2.868,0,0.004,0.004,0
6,0.000,43,3.547,2.957,3.548,2.955,0,0.004,0.004,0
7,0.000,40,3.547,3.163,3.548,3.162,0,0.004,0.004,0
8,0.000,47,3.807,3.110,3.808,3.108,0,0.004,0.004,0
9,0.000,46,3.673,2.750,3.675,2.748,0,0.004,0.004,0
10,0.000,41,3.460,2.690,3.462,2.688,0,0.004,0.004,0
11,0.000,37,3.460,2.477,3.462,2.475,0,0.004,0.004,0
12,0.000,38,3.660,2.530,3.662,2.528,0,0.004,0.004,0
13,0.000,39,3.700,2.223,3.702,2.222,0,0.004,0.004,0
14,0.000,47,3.613,2.057,3.615,2.055,0,0.004,0.004,0
15,0.000,37,3.513,1.790,3.515,1.788,0,0.004,0.004,0
16,0.000,37,3.593,1.450,3.595,1.448,0,0.004,0.004,0
17,0.000,42,3.860,1.857,3.862,1.855,0,0.004,0.004,0
18,0.000,53,4.073,2.083,4.075,2.082,0,0.004,0.004,0
19,0.000,42,4.073,2.317,4.075,2.315,0,0.004,0.004,0
20,0.000,56,4.060,2.710,4.062,2.708,0,0.004,0.004,0
21,0.000,42,3.427,2.263,3.428,2.262,0,0.004,0.004,0
