 ,Area,Mean,X,Y,XM,YM,Perim.,Major,Minor,Angle
1,0.000,66,2.127,1.757,2.128,1.755,0,0.004,0.004,0
2,0.000,137,1.973,1.503,1.975,1.502,0,0.004,0.004,0
3,0.000,78,2.167,1.377,2.168,1.375,0,0.004,0.004,0
4,0.000,87,2.260,1.090,2.262,1.088,0,0.004,0.004,0
5,0.000,68,2.433,1.317,2.435,1.315,0,0.004,0.004,0
6,0.000,62,2.427,1.503,2.428,1.502,0,0.004,0.004,0
7,0.000,64,2.447,1.703,2.448,1.702,0,0.004,0.004,0
8,0.000,73,2.447,1.923,2.448,1.922,0,0.004,0.004,0
9,0.000,69,2.747,1.883,2.748,1.882,0,0.004,0.004,0
10,0.000,75,2.720,1.617,2.722,1.615,0,0.004,0.004,0
11,0.000,70,2.833,1.403,2.835,1.402,0,0.004,0.004,0
12,0.000,87,3.087,1.350,3.088,1.348,0,0.004,0.004,0
13,0.000,60,3.107,1.603,3.108,1.602,0,0.004,0.004,0
14,0.000,72,3.413,1.363,3.415,1.362,0,0.004,0.004,0
15,0.000,82,3.707,0.970,3.708,0.968,0,0.004,0.004,0
16,0.000,102,3.480,0.770,3.482,0.768,0,0.004,0.004,0
17,0.000,70,3.267,1.097,3.268,1.095,0,0.004,0.004,0
18,0.000,76,3.060,0.730,3.062,0.728,0,0.004,0.004,0
19,0.000,85,2.987,1.023,2.988,1.022,0,0.004,0.004,0
20,0.000,63,2.693,1.143,2.695,1.142,0,0.004,0.004,0
21,0.000,79,2.673,0.837,2.675,0.835,0,0.004,0.004,0
