 ,Area,Mean,X,Y,XM,YM,Perim.,Major,Minor,Angle
1,0.000,52,2.453,2.037,2.455,2.035,0,0.004,0.004,0
2,0.000,56,2.573,2.183,2.575,2.182,0,0.004,0.004,0
3,0.000,51,2.740,2.183,2.742,2.182,0,0.004,0.004,0
4,0.000,102,2.460,1.790,2.462,1.788,0,0.004,0.004,0
5,0.000,66,2.767,1.810,2.768,1.808,0,0.004,0.004,0
6,0.000,58,2.907,1.523,2.908,1.522,0,0.004,0.004,0
7,0.000,73,2.967,1.910,2.968,1.908,0,0.004,0.004,0
8,0.000,47,3.140,2.003,3.142,2.002,0,0.004,0.004,0
9,0.000,59,3.140,1.723,3.142,1.722,0,0.004,0.004,0
10,0.000,64,3.240,1.543,3.242,1.542,0,0.004,0.004,0
11,0.000,61,3.487,1.643,3.488,1.642,0,0.004,0.004,0
12,0.000,77,3.607,1.817,3.608,1.815,0,0.004,0.004,0
13,0.000,56,3.507,2.003,3.508,2.002,0,0.004,0.004,0
