 ,Area,Mean,X,Y,XM,YM,Perim.,Major,Minor,Angle
1,0.000,93,2.327,2.783,2.328,2.782,0,0.004,0.004,0
2,0.000,64,2.520,2.510,2.522,2.508,0,0.004,0.004,0
3,0.000,60,2.607,2.823,2.608,2.822,0,0.004,0.004,0
4,0.000,51,2.827,2.663,2.828,2.662,0,0.004,0.004,0
5,0.000,51,2.940,2.330,2.942,2.328,0,0.004,0.004,0
6,0.000,58,3.267,2.510,3.268,2.508,0,0.004,0.004,0
7,0.000,61,3.533,2.517,3.535,2.515,0,0.004,0.004,0
8,0.000,50,3.293,2.723,3.295,2.722,0,0.004,0.004,0
9,0.000,56,2.980,2.930,2.982,2.928,0,0.004,0.004,0
10,0.000,70,3.067,3.070,3.068,3.068,0,0.004,0.004,0
11,0.000,89,2.827,3.163,2.828,3.162,0,0.004,0.004,0
12,0.000,76,3.013,3.277,3.015,3.275,0,0.004,0.004,0
13,0.000,62,3.227,3.277,3.228,3.275,0,0.004,0.004,0
14,0.000,65,3.233,3.070,3.235,3.068,0,0.004,0.004,0
15,0.000,98,3.480,3.070,3.482,3.068,0,0.004,0.004,0
16,0.000,46,3.653,3.003,3.655,3.002,0,0.004,0.004,0
17,0.000,63,3.600,2.603,3.602,2.602,0,0.004,0.004,0
18,0.000,59,3.613,3.330,3.615,3.328,0,0.004,0.004,0
19,0.000,68,3.720,3.230,3.722,3.228,0,0.004,0.004,0
20,0.000,60,3.880,3.230,3.882,3.228,0,0.004,0.004,0
21,0.000,65,3.040,2.797,3.042,2.795,0,0.004,0.004,0
