 ,Area,Mean,X,Y,XM,YM,Perim.,Major,Minor,Angle
1,0.000,49,2.580,1.503,2.582,1.502,0,0.004,0.004,0
2,0.000,61,2.520,1.250,2.522,1.248,0,0.004,0.004,0
3,0.000,61,2.640,1.817,2.642,1.815,0,0.004,0.004,0
4,0.000,70,2.853,1.683,2.855,1.682,0,0.004,0.004,0
5,0.000,72,2.853,1.523,2.855,1.522,0,0.004,0.004,0
6,0.000,60,2.853,1.197,2.855,1.195,0,0.004,0.004,0
7,0.000,98,3.113,1.203,3.115,1.202,0,0.004,0.004,0
8,0.000,60,3.180,1.370,3.182,1.368,0,0.004,0.004,0
9,0.000,59,3.440,1.450,3.442,1.448,0,0.004,0.004,0
10,0.000,53,3.047,1.663,3.048,1.662,0,0.004,0.004,0
11,0.000,76,3.260,1.703,3.262,1.702,0,0.004,0.004,0
12,0.000,54,3.487,1.777,3.488,1.775,0,0.004,0.004,0
13,0.000,89,3.747,1.703,3.748,1.702,0,0.004,0.004,0
14,0.000,57,3.747,1.897,3.748,1.895,0,0.004,0.004,0
15,0.000,58,3.600,2.083,3.602,2.082,0,0.004,0.004,0
16,0.000,58,3.293,1.997,3.295,1.995,0,0.004,0.004,0
17,0.000,54,3.227,2.303,3.228,2.302,0,0.004,0.004,0
18,0.000,52,2.907,2.050,2.908,2.048,0,0.004,0.004,0
