 ,Area,Mean,X,Y,XM,YM,Perim.,Major,Minor,Angle
1,0.000,55,4.247,2.803,4.248,2.802,0,0.004,0.004,0
2,0.000,48,4.533,2.877,4.535,2.875,0,0.004,0.004,0
3,0.000,52,4.740,2.663,4.742,2.662,0,0.004,0.004,0
4,0.000,47,4.507,2.503,4.508,2.502,0,0.004,0.004,0
5,0.000,50,4.367,2.583,4.368,2.582,0,0.004,0.004,0
6,0.000,59,3.840,2.717,3.842,2.715,0,0.004,0.004,0
7,0.000,77,4.107,2.563,4.108,2.562,0,0.004,0.004,0
8,0.000,62,4.053,2.477,4.055,2.475,0,0.004,0.004,0
9,0.000,56,4.247,2.350,4.248,2.348,0,0.004,0.004,0
10,0.000,63,4.580,2.297,4.582,2.295,0,0.004,0.004,0
11,0.000,69,4.580,2.077,4.582,2.075,0,0.004,0.004,0
12,0.000,49,4.420,1.983,4.422,1.982,0,0.004,0.004,0
13,0.000,54,4.420,1.790,4.422,1.788,0,0.004,0.004,0
14,0.000,62,4.173,1.663,4.175,1.662,0,0.004,0.004,0
15,0.000,46,4.120,1.923,4.122,1.922,0,0.004,0.004,0
16,0.000,56,4.207,2.210,4.208,2.208,0,0.004,0.004,0
17,0.000,62,3.820,2.270,3.822,2.268,0,0.004,0.004,0
18,0.000,62,3.673,2.130,3.675,2.128,0,0.004,0.004,0
19,0.000,60,3.480,2.243,3.482,2.242,0,0.004,0.004,0
20,0.000,69,3.473,2.043,3.475,2.042,0,0.004,0.004,0
21,0.000,55,3.613,1.917,3.615,1.915,0,0.004,0.004,0
22,0.000,59,3.787,1.717,3.788,1.715,0,0.004,0.004,0
23,0.000,67,3.660,1.617,3.662,1.615,0,0.004,0.004,0
24,0.000,79,3.907,1.423,3.908,1.422,0,0.004,0.004,0
25,0.000,72,3.487,1.423,3.488,1.422,0,0.004,0.004,0
26,0.000,65,3.313,1.730,3.315,1.728,0,0.004,0.004,0
27,0.000,59,3.453,1.817,3.455,1.815,0,0.004,0.004,0
