 ,Area,Mean,X,Y,XM,YM,Perim.,Major,Minor,Angle
1,0.000,41,1.493,3.103,1.495,3.102,0,0.004,0.004,0
2,0.000,36,1.627,2.723,1.628,2.722,0,0.004,0.004,0
3,0.000,37,1.760,2.957,1.762,2.955,0,0.004,0.004,0
4,0.000,49,1.827,2.743,1.828,2.742,0,0.004,0.004,0
5,0.000,34,2.067,2.743,2.068,2.742,0,0.004,0.004,0
6,0.000,47,2.107,2.963,2.108,2.962,0,0.004,0.004,0
7,0.000,53,2.247,2.783,2.248,2.782,0,0.004,0.004,0
8,0.000,27,2.393,2.890,2.395,2.888,0,0.004,0.004,0
9,0.000,41,2.400,3.203,2.402,3.202,0,0.004,0.004,0
10,0.000,33,2.760,3.263,2.762,3.262,0,0.004,0.004,0
11,0.000,32,2.767,3.583,2.768,3.582,0,0.004,0.004,0
12,0.000,70,2.913,3.477,2.915,3.475,0,0.004,0.004,0
13,0.000,40,2.547,3.463,2.548,3.462,0,0.004,0.004,0
14,0.000,28,2.367,3.523,2.368,3.522,0,0.004,0.004,0
15,0.000,30,2.147,3.323,2.148,3.322,0,0.004,0.004,0
16,0.000,30,1.813,3.337,1.815,3.335,0,0.004,0.004,0
17,0.000,74,1.767,3.523,1.768,3.522,0,0.004,0.004,0
18,0.000,62,1.947,3.630,1.948,3.628,0,0.004,0.004,0
19,0.000,49,2.187,3.783,2.188,3.782,0,0.004,0.004,0
20,0.000,34,2.493,3.850,2.495,3.848,0,0.004,0.004,0
21,0.000,68,2.780,3.850,2.782,3.848,0,0.004,0.004,0
