 ,Area,Mean,X,Y,XM,YM,Perim.,Major,Minor,Angle
1,0.000,66,2.607,1.863,2.608,1.862,0,0.004,0.004,0
2,0.000,54,2.793,2.117,2.795,2.115,0,0.004,0.004,0
3,0.000,55,2.793,1.790,2.795,1.788,0,0.004,0.004,0
4,0.000,61,3.033,1.903,3.035,1.902,0,0.004,0.004,0
5,0.000,48,3.180,2.010,3.182,2.008,0,0.004,0.004,0
6,0.000,51,3.467,1.803,3.468,1.802,0,0.004,0.004,0
7,0.000,64,3.387,1.550,3.388,1.548,0,0.004,0.004,0
8,0.000,54,3.133,1.583,3.135,1.582,0,0.004,0.004,0
9,0.000,71,2.880,1.550,2.882,1.548,0,0.004,0.004,0
10,0.000,62,3.300,1.223,3.302,1.222,0,0.004,0.004,0
11,0.000,52,3.613,1.423,3.615,1.422,0,0.004,0.004,0
12,0.000,178,3.587,1.210,3.588,1.208,0,0.004,0.004,0
