 ,Area,Mean,X,Y,XM,YM,Perim.,Major,Minor,Angle
1,0.000,54,2.893,2.763,2.895,2.762,0,0.004,0.004,0
2,0.000,52,3.073,2.923,3.075,2.922,0,0.004,0.004,0
3,0.000,39,3.180,2.690,3.182,2.688,0,0.004,0.004,0
4,0.000,38,3.047,2.683,3.048,2.682,0,0.004,0.004,0
5,0.000,45,2.907,2.523,2.908,2.522,0,0.004,0.004,0
6,0.000,39,3.227,2.337,3.228,2.335,0,0.004,0.004,0
7,0.000,43,3.407,2.463,3.408,2.462,0,0.004,0.004,0
8,0.000,54,3.387,2.630,3.388,2.628,0,0.004,0.004,0
9,0.000,49,3.360,2.843,3.362,2.842,0,0.004,0.004,0
10,0.000,53,3.600,2.783,3.602,2.782,0,0.004,0.004,0
11,0.000,52,3.653,2.297,3.655,2.295,0,0.004,0.004,0
12,0.000,41,3.560,2.150,3.562,2.148,0,0.004,0.004,0
13,0.000,52,3.840,2.150,3.842,2.148,0,0.004,0.004,0
14,0.000,64,3.840,2.417,3.842,2.415,0,0.004,0.004,0
