 ,Area,Mean,X,Y,XM,YM,Perim.,Major,Minor,Angle
1,0.000,39,3.193,3.190,3.195,3.188,0,0.004,0.004,0
2,0.000,36,3.027,3.030,3.028,3.028,0,0.004,0.004,0
3,0.000,37,3.213,2.837,3.215,2.835,0,0.004,0.004,0
4,0.000,54,3.393,3.050,3.395,3.048,0,0.004,0.004,0
5,0.000,38,3.707,2.843,3.708,2.842,0,0.004,0.004,0
6,0.000,39,3.493,2.810,3.495,2.808,0,0.004,0.004,0
7,0.000,42,2.947,2.637,2.948,2.635,0,0.004,0.004,0
8,0.000,34,3.253,2.430,3.255,2.428,0,0.004,0.004,0
9,0.000,36,3.080,2.117,3.082,2.115,0,0.004,0.004,0
10,0.000,41,3.453,2.037,3.455,2.035,0,0.004,0.004,0
11,0.000,38,3.520,2.290,3.522,2.288,0,0.004,0.004,0
12,0.000,57,3.633,2.137,3.635,2.135,0,0.004,0.004,0
13,0.000,37,3.693,2.497,3.695,2.495,0,0.004,0.004,0
