 ,Area,Mean,X,Y,XM,YM,Perim.,Major,Minor,Angle
1,0.000,92,1.607,2.310,1.608,2.308,0,0.004,0.004,0
2,0.000,53,1.900,2.310,1.902,2.308,0,0.004,0.004,0
3,0.000,97,2.093,2.377,2.095,2.375,0,0.004,0.004,0
4,0.000,48,2.260,2.457,2.262,2.455,0,0.004,0.004,0
5,0.000,74,1.780,2.197,1.782,2.195,0,0.004,0.004,0
6,0.000,56,1.847,2.063,1.848,2.062,0,0.004,0.004,0
7,0.000,56,1.847,1.770,1.848,1.768,0,0.004,0.004,0
8,0.000,66,2.073,1.783,2.075,1.782,0,0.004,0.004,0
9,0.000,57,2.067,1.937,2.068,1.935,0,0.004,0.004,0
10,0.000,64,2.133,2.083,2.135,2.082,0,0.004,0.004,0
11,0.000,59,2.347,2.010,2.348,2.008,0,0.004,0.004,0
12,0.000,61,2.567,1.990,2.568,1.988,0,0.004,0.004,0
13,0.000,60,2.733,1.990,2.735,1.988,0,0.004,0.004,0
14,0.000,54,2.593,2.343,2.595,2.342,0,0.004,0.004,0
15,0.000,49,2.880,2.197,2.882,2.195,0,0.004,0.004,0
16,0.000,64,3.133,2.057,3.135,2.055,0,0.004,0.004,0
17,0.000,64,3.060,1.903,3.062,1.902,0,0.004,0.004,0
18,0.000,89,3.240,1.677,3.242,1.675,0,0.004,0.004,0
19,0.000,90,3.180,1.390,3.182,1.388,0,0.004,0.004,0
20,0.000,63,3.047,1.523,3.048,1.522,0,0.004,0.004,0
21,0.000,79,2.820,1.377,2.822,1.375,0,0.004,0.004,0
22,0.000,57,2.827,1.650,2.828,1.648,0,0.004,0.004,0
23,0.000,67,2.733,1.743,2.735,1.742,0,0.004,0.004,0
24,0.000,67,2.527,1.743,2.528,1.742,0,0.004,0.004,0
25,0.000,65,2.500,1.503,2.502,1.502,0,0.004,0.004,0
26,0.000,100,2.220,1.557,2.222,1.555,0,0.004,0.004,0
