 ,Area,Mean,X,Y,XM,YM,Perim.,Major,Minor,Angle
1,0.000,66,2.033,2.703,2.035,2.702,0,0.004,0.004,0
2,0.000,65,2.200,2.750,2.202,2.748,0,0.004,0.004,0
3,0.000,42,1.873,2.430,1.875,2.428,0,0.004,0.004,0
4,0.000,52,1.880,2.223,1.882,2.222,0,0.004,0.004,0
5,0.000,42,2.027,2.203,2.028,2.202,0,0.004,0.004,0
6,0.000,38,2.273,2.370,2.275,2.368,0,0.004,0.004,0
7,0.000,80,2.500,2.503,2.502,2.502,0,0.004,0.004,0
8,0.000,38,2.627,2.410,2.628,2.408,0,0.004,0.004,0
9,0.000,55,2.400,2.210,2.402,2.208,0,0.004,0.004,0
10,0.000,50,1.993,1.837,1.995,1.835,0,0.004,0.004,0
11,0.000,34,2.193,1.843,2.195,1.842,0,0.004,0.004,0
12,0.000,40,2.487,2.057,2.488,2.055,0,0.004,0.004,0
13,0.000,41,2.600,1.990,2.602,1.988,0,0.004,0.004,0
14,0.000,48,2.527,1.617,2.528,1.615,0,0.004,0.004,0
15,0.000,54,2.327,1.603,2.328,1.602,0,0.004,0.004,0
16,0.000,51,2.107,1.450,2.108,1.448,0,0.004,0.004,0
