 ,Area,Mean,X,Y,XM,YM,Perim.,Major,Minor,Angle
1,0.000,47,1.860,2.637,1.862,2.635,0,0.004,0.004,0
2,0.000,47,1.527,2.550,1.528,2.548,0,0.004,0.004,0
3,0.000,61,1.347,2.437,1.348,2.435,0,0.004,0.004,0
4,0.000,47,1.387,2.297,1.388,2.295,0,0.004,0.004,0
5,0.000,53,1.280,2.170,1.282,2.168,0,0.004,0.004,0
6,0.000,43,1.347,1.930,1.348,1.928,0,0.004,0.004,0
7,0.000,56,1.353,1.597,1.355,1.595,0,0.004,0.004,0
8,0.000,66,1.513,1.250,1.515,1.248,0,0.004,0.004,0
9,0.000,38,1.673,1.350,1.675,1.348,0,0.004,0.004,0
10,0.000,55,1.713,1.197,1.715,1.195,0,0.004,0.004,0
11,0.000,48,1.907,1.250,1.908,1.248,0,0.004,0.004,0
12,0.000,48,1.867,1.510,1.868,1.508,0,0.004,0.004,0
13,0.000,44,1.753,1.650,1.755,1.648,0,0.004,0.004,0
14,0.000,46,2.093,1.597,2.095,1.595,0,0.004,0.004,0
15,0.000,41,2.027,1.797,2.028,1.795,0,0.004,0.004,0
16,0.000,40,2.253,1.963,2.255,1.962,0,0.004,0.004,0
17,0.000,42,1.720,1.963,1.722,1.962,0,0.004,0.004,0
18,0.000,46,1.747,2.257,1.748,2.255,0,0.004,0.004,0
19,0.000,38,2.013,2.230,2.015,2.228,0,0.004,0.004,0
