 ,Area,Mean,X,Y,XM,YM,Perim.,Major,Minor,Angle
1,0.000,74,1.573,2.763,1.575,2.762,0,0.004,0.004,0
2,0.000,94,1.553,2.550,1.555,2.548,0,0.004,0.004,0
3,0.000,95,1.487,2.397,1.488,2.395,0,0.004,0.004,0
4,0.000,99,1.620,2.257,1.622,2.255,0,0.004,0.004,0
5,0.000,78,1.813,2.483,1.815,2.482,0,0.004,0.004,0
6,0.000,60,1.927,2.623,1.928,2.622,0,0.004,0.004,0
7,0.000,93,2.253,2.543,2.255,2.542,0,0.004,0.004,0
8,0.000,110,2.033,2.383,2.035,2.382,0,0.004,0.004,0
9,0.000,63,1.873,2.177,1.875,2.175,0,0.004,0.004,0
10,0.000,87,1.620,1.977,1.622,1.975,0,0.004,0.004,0
11,0.000,73,1.853,2.003,1.855,2.002,0,0.004,0.004,0
12,0.000,59,1.900,1.797,1.902,1.795,0,0.004,0.004,0
13,0.000,89,1.873,1.590,1.875,1.588,0,0.004,0.004,0
14,0.000,68,2.127,1.530,2.128,1.528,0,0.004,0.004,0
15,0.000,60,2.227,1.850,2.228,1.848,0,0.004,0.004,0
16,0.000,66,2.207,2.243,2.208,2.242,0,0.004,0.004,0
17,0.000,62,2.287,2.090,2.288,2.088,0,0.004,0.004,0
18,0.000,87,2.573,2.223,2.575,2.222,0,0.004,0.004,0
19,0.000,68,2.573,1.963,2.575,1.962,0,0.004,0.004,0
20,0.000,56,2.867,1.970,2.868,1.968,0,0.004,0.004,0
21,0.000,81,2.967,1.570,2.968,1.568,0,0.004,0.004,0
22,0.000,71,2.720,1.610,2.722,1.608,0,0.004,0.004,0
23,0.000,63,2.567,1.610,2.568,1.608,0,0.004,0.004,0
24,0.000,75,2.360,1.623,2.362,1.622,0,0.004,0.004,0
25,0.000,84,2.380,1.350,2.382,1.348,0,0.004,0.004,0
26,0.000,81,2.773,1.317,2.775,1.315,0,0.004,0.004,0
27,0.000,138,2.767,1.090,2.768,1.088,0,0.004,0.004,0
