 ,Area,Mean,X,Y,XM,YM,Perim.,Major,Minor,Angle
1,0.000,41,2.867,3.237,2.868,3.235,0,0.004,0.004,0
2,0.000,42,3.013,3.497,3.015,3.495,0,0.004,0.004,0
3,0.000,62,3.147,3.743,3.148,3.742,0,0.004,0.004,0
4,0.000,45,3.420,3.677,3.422,3.675,0,0.004,0.004,0
5,0.000,32,3.313,3.370,3.315,3.368,0,0.004,0.004,0
6,0.000,42,3.133,2.923,3.135,2.922,0,0.004,0.004,0
7,0.000,31,3.447,3.030,3.448,3.028,0,0.004,0.004,0
8,0.000,35,3.593,2.657,3.595,2.655,0,0.004,0.004,0
9,0.000,34,3.773,2.877,3.775,2.875,0,0.004,0.004,0
10,0.000,46,3.740,3.003,3.742,3.002,0,0.004,0.004,0
11,0.000,35,3.700,3.250,3.702,3.248,0,0.004,0.004,0
12,0.000,44,3.527,3.397,3.528,3.395,0,0.004,0.004,0
13,0.000,69,3.760,3.537,3.762,3.535,0,0.004,0.004,0
14,0.000,45,3.847,3.370,3.848,3.368,0,0.004,0.004,0
15,0.000,58,4.067,3.430,4.068,3.428,0,0.004,0.004,0
16,0.000,34,4.053,3.223,4.055,3.222,0,0.004,0.004,0
17,0.000,46,4.140,3.023,4.142,3.022,0,0.004,0.004,0
18,0.000,57,4.240,3.097,4.242,3.095,0,0.004,0.004,0
19,0.000,52,4.213,2.777,4.215,2.775,0,0.004,0.004,0
20,0.000,48,4.040,2.463,4.042,2.462,0,0.004,0.004,0
21,0.000,41,4.373,2.517,4.375,2.515,0,0.004,0.004,0
22,0.000,56,4.313,2.590,4.315,2.588,0,0.004,0.004,0
23,0.000,55,4.520,2.803,4.522,2.802,0,0.004,0.004,0
