 ,Area,Mean,X,Y,XM,YM,Perim.,Major,Minor,Angle
1,0.000,100,2.313,3.143,2.315,3.142,0,0.004,0.004,0
2,0.000,76,2.340,3.437,2.342,3.435,0,0.004,0.004,0
3,0.000,94,2.340,3.730,2.342,3.728,0,0.004,0.004,0
4,0.000,73,2.580,3.743,2.582,3.742,0,0.004,0.004,0
5,0.000,70,2.647,3.423,2.648,3.422,0,0.004,0.004,0
6,0.000,74,2.647,3.190,2.648,3.188,0,0.004,0.004,0
7,0.000,74,2.580,2.957,2.582,2.955,0,0.004,0.004,0
8,0.000,81,2.893,2.797,2.895,2.795,0,0.004,0.004,0
9,0.000,71,2.920,3.177,2.922,3.175,0,0.004,0.004,0
10,0.000,64,3.120,3.437,3.122,3.435,0,0.004,0.004,0
11,0.000,70,3.007,3.543,3.008,3.542,0,0.004,0.004,0
12,0.000,86,3.007,3.843,3.008,3.842,0,0.004,0.004,0
13,0.000,77,3.267,3.757,3.268,3.755,0,0.004,0.004,0
14,0.000,87,3.467,3.830,3.468,3.828,0,0.004,0.004,0
15,0.000,94,3.647,3.830,3.648,3.828,0,0.004,0.004,0
16,0.000,111,3.973,3.777,3.975,3.775,0,0.004,0.004,0
17,0.000,71,3.907,3.423,3.908,3.422,0,0.004,0.004,0
18,0.000,67,3.507,3.490,3.508,3.488,0,0.004,0.004,0
19,0.000,95,3.767,3.510,3.768,3.508,0,0.004,0.004,0
20,0.000,66,3.393,3.190,3.395,3.188,0,0.004,0.004,0
21,0.000,73,3.253,2.997,3.255,2.995,0,0.004,0.004,0
22,0.000,54,3.260,2.743,3.262,2.742,0,0.004,0.004,0
23,0.000,66,3.573,2.743,3.575,2.742,0,0.004,0.004,0
24,0.000,69,3.707,3.010,3.708,3.008,0,0.004,0.004,0
25,0.000,76,4.020,3.117,4.022,3.115,0,0.004,0.004,0
26,0.000,76,4.033,2.903,4.035,2.902,0,0.004,0.004,0
27,0.000,81,4.280,3.070,4.282,3.068,0,0.004,0.004,0
28,0.000,93,4.260,3.423,4.262,3.422,0,0.004,0.004,0
29,0.000,73,3.707,3.237,3.708,3.235,0,0.004,0.004,0
