 ,Area,Mean,X,Y,XM,YM,Perim.,Major,Minor,Angle
1,0.000,46,1.647,2.303,1.648,2.302,0,0.004,0.004,0
2,0.000,63,1.647,2.477,1.648,2.475,0,0.004,0.004,0
3,0.000,57,1.860,2.550,1.862,2.548,0,0.004,0.004,0
4,0.000,68,2.067,2.417,2.068,2.415,0,0.004,0.004,0
5,0.000,42,2.060,2.277,2.062,2.275,0,0.004,0.004,0
6,0.000,49,2.280,2.570,2.282,2.568,0,0.004,0.004,0
7,0.000,59,2.280,2.283,2.282,2.282,0,0.004,0.004,0
8,0.000,41,2.300,2.110,2.302,2.108,0,0.004,0.004,0
9,0.000,46,2.567,2.430,2.568,2.428,0,0.004,0.004,0
10,0.000,49,2.733,2.137,2.735,2.135,0,0.004,0.004,0
11,0.000,51,2.613,2.103,2.615,2.102,0,0.004,0.004,0
12,0.000,41,2.660,1.763,2.662,1.762,0,0.004,0.004,0
13,0.000,66,2.953,1.757,2.955,1.755,0,0.004,0.004,0
14,0.000,56,3.067,1.890,3.068,1.888,0,0.004,0.004,0
15,0.000,47,3.087,1.523,3.088,1.522,0,0.004,0.004,0
16,0.000,54,2.953,1.483,2.955,1.482,0,0.004,0.004,0
17,0.000,42,2.760,1.477,2.762,1.475,0,0.004,0.004,0
18,0.000,56,2.893,1.237,2.895,1.235,0,0.004,0.004,0
19,0.000,74,2.547,1.163,2.548,1.162,0,0.004,0.004,0
20,0.000,55,2.393,1.377,2.395,1.375,0,0.004,0.004,0
21,0.000,100,2.153,1.183,2.155,1.182,0,0.004,0.004,0
22,0.000,52,1.973,1.390,1.975,1.388,0,0.004,0.004,0
23,0.000,98,1.747,1.637,1.748,1.635,0,0.004,0.004,0
24,0.000,59,1.927,1.850,1.928,1.848,0,0.004,0.004,0
25,0.000,43,2.173,1.670,2.175,1.668,0,0.004,0.004,0
26,0.000,54,2.147,1.937,2.148,1.935,0,0.004,0.004,0
27,0.000,59,1.647,1.983,1.648,1.982,0,0.004,0.004,0
