 ,Area,Mean,X,Y,XM,YM,Perim.,Major,Minor,Angle
1,0.000,52,3.167,2.823,3.168,2.822,0,0.004,0.004,0
2,0.000,58,3.320,2.970,3.322,2.968,0,0.004,0.004,0
3,0.000,54,3.440,2.797,3.442,2.795,0,0.004,0.004,0
4,0.000,52,3.627,2.630,3.628,2.628,0,0.004,0.004,0
5,0.000,59,3.780,2.823,3.782,2.822,0,0.004,0.004,0
6,0.000,60,3.787,2.450,3.788,2.448,0,0.004,0.004,0
7,0.000,80,4.100,2.550,4.102,2.548,0,0.004,0.004,0
8,0.000,53,4.027,2.343,4.028,2.342,0,0.004,0.004,0
9,0.000,49,4.200,2.230,4.202,2.228,0,0.004,0.004,0
10,0.000,93,4.273,1.883,4.275,1.882,0,0.004,0.004,0
11,0.000,46,4.073,1.890,4.075,1.888,0,0.004,0.004,0
12,0.000,52,3.673,1.983,3.675,1.982,0,0.004,0.004,0
13,0.000,63,3.707,2.357,3.708,2.355,0,0.004,0.004,0
14,0.000,45,3.427,2.323,3.428,2.322,0,0.004,0.004,0
