 ,Area,Mean,X,Y,XM,YM,Perim.,Major,Minor,Angle
1,0.000,60,2.513,2.963,2.515,2.962,0,0.004,0.004,0
2,0.000,38,2.680,2.877,2.682,2.875,0,0.004,0.004,0
3,0.000,46,2.907,2.483,2.908,2.482,0,0.004,0.004,0
4,0.000,62,2.700,2.537,2.702,2.535,0,0.004,0.004,0
5,0.000,42,2.587,2.343,2.588,2.342,0,0.004,0.004,0
6,0.000,65,2.413,2.643,2.415,2.642,0,0.004,0.004,0
7,0.000,81,2.353,2.417,2.355,2.415,0,0.004,0.004,0
8,0.000,85,2.180,2.157,2.182,2.155,0,0.004,0.004,0
9,0.000,47,2.393,1.983,2.395,1.982,0,0.004,0.004,0
10,0.000,44,2.787,1.990,2.788,1.988,0,0.004,0.004,0
11,0.000,46,2.707,1.683,2.708,1.682,0,0.004,0.004,0
12,0.000,52,2.480,1.683,2.482,1.682,0,0.004,0.004,0
13,0.000,66,2.473,1.463,2.475,1.462,0,0.004,0.004,0
14,0.000,90,2.207,1.683,2.208,1.682,0,0.004,0.004,0
15,0.000,68,2.987,2.670,2.988,2.668,0,0.004,0.004,0
