 ,Area,Mean,X,Y,XM,YM,Perim.,Major,Minor,Angle
1,0.000,40,1.293,1.883,1.295,1.882,0,0.004,0.004,0
2,0.000,45,1.600,2.003,1.602,2.002,0,0.004,0.004,0
3,0.000,43,1.513,1.843,1.515,1.842,0,0.004,0.004,0
4,0.000,39,1.307,1.723,1.308,1.722,0,0.004,0.004,0
5,0.000,42,1.267,1.470,1.268,1.468,0,0.004,0.004,0
6,0.000,40,1.407,1.563,1.408,1.562,0,0.004,0.004,0
7,0.000,33,1.480,1.357,1.482,1.355,0,0.004,0.004,0
8,0.000,53,1.480,1.110,1.482,1.108,0,0.004,0.004,0
9,0.000,58,1.700,1.183,1.702,1.182,0,0.004,0.004,0
10,0.000,33,1.713,1.450,1.715,1.448,0,0.004,0.004,0
11,0.000,32,2.033,1.377,2.035,1.375,0,0.004,0.004,0
12,0.000,59,2.033,1.650,2.035,1.648,0,0.004,0.004,0
13,0.000,36,1.867,1.777,1.868,1.775,0,0.004,0.004,0
14,0.000,48,1.887,1.023,1.888,1.022,0,0.004,0.004,0
15,0.000,50,1.780,0.937,1.782,0.935,0,0.004,0.004,0
16,0.000,43,2.067,1.043,2.068,1.042,0,0.004,0.004,0
17,0.000,45,2.093,0.830,2.095,0.828,0,0.004,0.004,0
18,0.000,56,2.347,0.923,2.348,0.922,0,0.004,0.004,0
19,0.000,51,2.347,1.190,2.348,1.188,0,0.004,0.004,0
20,0.000,57,1.913,1.290,1.915,1.288,0,0.004,0.004,0
