 ,Area,Mean,X,Y,XM,YM,Perim.,Major,Minor,Angle
1,0.000,54,2.167,2.317,2.168,2.315,0,0.004,0.004,0
2,0.000,40,1.807,2.283,1.808,2.282,0,0.004,0.004,0
3,0.000,50,1.867,2.550,1.868,2.548,0,0.004,0.004,0
4,0.000,50,1.660,2.650,1.662,2.648,0,0.004,0.004,0
5,0.000,52,1.780,2.943,1.782,2.942,0,0.004,0.004,0
6,0.000,48,2.093,2.950,2.095,2.948,0,0.004,0.004,0
7,0.000,50,2.027,3.297,2.028,3.295,0,0.004,0.004,0
8,0.000,83,2.280,3.130,2.282,3.128,0,0.004,0.004,0
9,0.000,48,2.380,3.310,2.382,3.308,0,0.004,0.004,0
10,0.000,78,2.313,3.517,2.315,3.515,0,0.004,0.004,0
11,0.000,59,2.527,2.997,2.528,2.995,0,0.004,0.004,0
12,0.000,62,2.287,2.863,2.288,2.862,0,0.004,0.004,0
13,0.000,46,2.293,2.650,2.295,2.648,0,0.004,0.004,0
