 ,Area,Mean,X,Y,XM,YM,Perim.,Major,Minor,Angle
1,0.000,75,2.073,1.470,2.075,1.468,0,0.004,0.004,0
2,0.000,52,2.193,1.663,2.195,1.662,0,0.004,0.004,0
3,0.000,66,2.347,2.050,2.348,2.048,0,0.004,0.004,0
4,0.000,75,2.153,2.077,2.155,2.075,0,0.004,0.004,0
5,0.000,67,1.827,2.110,1.828,2.108,0,0.004,0.004,0
6,0.000,64,1.827,1.737,1.828,1.735,0,0.004,0.004,0
7,0.000,102,1.807,2.443,1.808,2.442,0,0.004,0.004,0
8,0.000,86,1.893,2.310,1.895,2.308,0,0.004,0.004,0
9,0.000,57,2.073,2.323,2.075,2.322,0,0.004,0.004,0
10,0.000,54,2.053,2.690,2.055,2.688,0,0.004,0.004,0
11,0.000,73,1.833,2.703,1.835,2.702,0,0.004,0.004,0
12,0.000,53,2.367,2.510,2.368,2.508,0,0.004,0.004,0
