 ,Area,Mean,X,Y,XM,YM,Perim.,Major,Minor,Angle
1,0.000,52,2.660,2.877,2.662,2.875,0,0.004,0.004,0
2,0.000,56,2.840,3.017,2.842,3.015,0,0.004,0.004,0
3,0.000,46,2.847,2.810,2.848,2.808,0,0.004,0.004,0
4,0.000,76,2.627,2.637,2.628,2.635,0,0.004,0.004,0
5,0.000,49,2.733,2.597,2.735,2.595,0,0.004,0.004,0
6,0.000,48,3.007,2.657,3.008,2.655,0,0.004,0.004,0
7,0.000,76,3.080,2.823,3.082,2.822,0,0.004,0.004,0
8,0.000,73,3.360,2.737,3.362,2.735,0,0.004,0.004,0
9,0.000,47,3.280,2.410,3.282,2.408,0,0.004,0.004,0
10,0.000,48,3.013,2.310,3.015,2.308,0,0.004,0.004,0
11,0.000,74,2.893,2.077,2.895,2.075,0,0.004,0.004,0
12,0.000,49,3.180,1.983,3.182,1.982,0,0.004,0.004,0
13,0.000,79,3.220,2.230,3.222,2.228,0,0.004,0.004,0
14,0.000,54,3.587,2.183,3.588,2.182,0,0.004,0.004,0
15,0.000,78,3.393,1.830,3.395,1.828,0,0.004,0.004,0
