 ,Area,Mean,X,Y,XM,YM,Perim.,Major,Minor,Angle
1,0.000,49,3.720,2.683,3.722,2.682,0,0.004,0.004,0
2,0.000,79,3.540,2.630,3.542,2.628,0,0.004,0.004,0
3,0.000,50,3.547,2.423,3.548,2.422,0,0.004,0.004,0
4,0.000,49,3.653,2.103,3.655,2.102,0,0.004,0.004,0
5,0.000,70,3.553,2.237,3.555,2.235,0,0.004,0.004,0
6,0.000,70,3.927,2.157,3.928,2.155,0,0.004,0.004,0
7,0.000,40,3.927,2.383,3.928,2.382,0,0.004,0.004,0
8,0.000,52,4.007,2.570,4.008,2.568,0,0.004,0.004,0
9,0.000,60,4.140,2.263,4.142,2.262,0,0.004,0.004,0
10,0.000,72,4.213,2.057,4.215,2.055,0,0.004,0.004,0
11,0.000,43,4.053,1.970,4.055,1.968,0,0.004,0.004,0
12,0.000,110,4.000,1.710,4.002,1.708,0,0.004,0.004,0
13,0.000,49,4.280,1.710,4.282,1.708,0,0.004,0.004,0
