 ,Area,Mean,X,Y,XM,YM,Perim.,Major,Minor,Angle
1,0.000,64,2.220,2.710,2.222,2.708,0,0.004,0.004,0
2,0.000,76,2.113,2.623,2.115,2.622,0,0.004,0.004,0
3,0.000,71,1.973,2.543,1.975,2.542,0,0.004,0.004,0
4,0.000,58,2.000,2.350,2.002,2.348,0,0.004,0.004,0
5,0.000,50,2.227,2.350,2.228,2.348,0,0.004,0.004,0
6,0.000,60,2.487,2.557,2.488,2.555,0,0.004,0.004,0
7,0.000,53,2.460,2.277,2.462,2.275,0,0.004,0.004,0
8,0.000,57,2.093,2.063,2.095,2.062,0,0.004,0.004,0
9,0.000,90,2.267,2.017,2.268,2.015,0,0.004,0.004,0
10,0.000,72,2.287,1.703,2.288,1.702,0,0.004,0.004,0
11,0.000,52,2.407,1.997,2.408,1.995,0,0.004,0.004,0
12,0.000,51,2.673,1.623,2.675,1.622,0,0.004,0.004,0
13,0.000,69,2.553,1.437,2.555,1.435,0,0.004,0.004,0
14,0.000,70,2.887,1.403,2.888,1.402,0,0.004,0.004,0
15,0.000,47,3.053,1.703,3.055,1.702,0,0.004,0.004,0
16,0.000,44,2.933,1.970,2.935,1.968,0,0.004,0.004,0
17,0.000,52,2.967,2.097,2.968,2.095,0,0.004,0.004,0
18,0.000,49,2.813,2.303,2.815,2.302,0,0.004,0.004,0
19,0.000,63,2.947,2.563,2.948,2.562,0,0.004,0.004,0
20,0.000,87,3.133,2.610,3.135,2.608,0,0.004,0.004,0
21,0.000,55,3.147,2.430,3.148,2.428,0,0.004,0.004,0
22,0.000,51,3.233,2.077,3.235,2.075,0,0.004,0.004,0
