 ,Area,Mean,X,Y,XM,YM,Perim.,Major,Minor,Angle
1,0.000,67,1.687,2.230,1.688,2.228,0,0.004,0.004,0
2,0.000,84,1.600,2.490,1.602,2.488,0,0.004,0.004,0
3,0.000,111,1.660,2.683,1.662,2.682,0,0.004,0.004,0
4,0.000,51,1.807,2.517,1.808,2.515,0,0.004,0.004,0
5,0.000,55,1.980,2.157,1.982,2.155,0,0.004,0.004,0
6,0.000,83,2.280,2.250,2.282,2.248,0,0.004,0.004,0
7,0.000,62,2.220,2.423,2.222,2.422,0,0.004,0.004,0
8,0.000,71,2.067,2.770,2.068,2.768,0,0.004,0.004,0
9,0.000,70,2.020,3.057,2.022,3.055,0,0.004,0.004,0
10,0.000,62,2.287,3.163,2.288,3.162,0,0.004,0.004,0
11,0.000,57,2.260,2.883,2.262,2.882,0,0.004,0.004,0
12,0.000,66,2.400,2.903,2.402,2.902,0,0.004,0.004,0
13,0.000,68,2.460,2.517,2.462,2.515,0,0.004,0.004,0
14,0.000,58,2.580,2.730,2.582,2.728,0,0.004,0.004,0
15,0.000,77,2.867,2.757,2.868,2.755,0,0.004,0.004,0
16,0.000,87,2.647,2.957,2.648,2.955,0,0.004,0.004,0
17,0.000,68,2.693,3.103,2.695,3.102,0,0.004,0.004,0
18,0.000,72,2.533,3.277,2.535,3.275,0,0.004,0.004,0
19,0.000,72,2.693,3.350,2.695,3.348,0,0.004,0.004,0
20,0.000,61,2.973,3.363,2.975,3.362,0,0.004,0.004,0
21,0.000,77,3.140,3.303,3.142,3.302,0,0.004,0.004,0
22,0.000,52,3.047,3.083,3.048,3.082,0,0.004,0.004,0
23,0.000,62,3.220,2.937,3.222,2.935,0,0.004,0.004,0
24,0.000,56,3.107,2.543,3.108,2.542,0,0.004,0.004,0
25,0.000,57,2.747,2.310,2.748,2.308,0,0.004,0.004,0
