 ,Area,Mean,X,Y,XM,YM,Perim.,Major,Minor,Angle
1,0.000,69,2.173,2.703,2.175,2.702,0,0.004,0.004,0
2,0.000,52,2.433,2.783,2.435,2.782,0,0.004,0.004,0
3,0.000,45,2.307,2.810,2.308,2.808,0,0.004,0.004,0
4,0.000,49,2.307,2.463,2.308,2.462,0,0.004,0.004,0
5,0.000,47,2.727,2.603,2.728,2.602,0,0.004,0.004,0
6,0.000,64,2.600,2.297,2.602,2.295,0,0.004,0.004,0
7,0.000,61,2.300,2.170,2.302,2.168,0,0.004,0.004,0
8,0.000,64,2.340,1.950,2.342,1.948,0,0.004,0.004,0
9,0.000,95,2.027,1.950,2.028,1.948,0,0.004,0.004,0
10,0.000,75,2.027,2.397,2.028,2.395,0,0.004,0.004,0
