 ,Area,Mean,X,Y,XM,YM,Perim.,Major,Minor,Angle
1,0.000,61,2.940,1.370,2.942,1.368,0,0.004,0.004,0
2,0.000,94,2.993,1.197,2.995,1.195,0,0.004,0.004,0
3,0.000,78,3.187,1.243,3.188,1.242,0,0.004,0.004,0
4,0.000,61,3.353,1.383,3.355,1.382,0,0.004,0.004,0
5,0.000,67,3.433,1.563,3.435,1.562,0,0.004,0.004,0
6,0.000,66,3.113,1.563,3.115,1.562,0,0.004,0.004,0
7,0.000,55,3.147,1.803,3.148,1.802,0,0.004,0.004,0
8,0.000,118,2.953,1.677,2.955,1.675,0,0.004,0.004,0
9,0.000,65,3.520,1.997,3.522,1.995,0,0.004,0.004,0
10,0.000,44,3.720,1.770,3.722,1.768,0,0.004,0.004,0
11,0.000,66,3.653,1.217,3.655,1.215,0,0.004,0.004,0
12,0.000,157,3.660,1.483,3.662,1.482,0,0.004,0.004,0
13,0.000,92,3.913,1.397,3.915,1.395,0,0.004,0.004,0
14,0.000,62,4.153,1.570,4.155,1.568,0,0.004,0.004,0
15,0.000,63,3.953,1.617,3.955,1.615,0,0.004,0.004,0
16,0.000,58,3.953,1.917,3.955,1.915,0,0.004,0.004,0
17,0.000,45,3.920,2.137,3.922,2.135,0,0.004,0.004,0
18,0.000,71,3.707,2.063,3.708,2.062,0,0.004,0.004,0
19,0.000,94,4.240,2.097,4.242,2.095,0,0.004,0.004,0
20,0.000,94,4.213,1.823,4.215,1.822,0,0.004,0.004,0
