 ,Area,Mean,X,Y,XM,YM,Perim.,Major,Minor,Angle
1,0.000,69,2.613,2.423,2.615,2.422,0,0.004,0.004,0
2,0.000,39,2.820,2.377,2.822,2.375,0,0.004,0.004,0
3,0.000,54,2.900,2.297,2.902,2.295,0,0.004,0.004,0
4,0.000,59,2.400,2.143,2.402,2.142,0,0.004,0.004,0
5,0.000,46,2.667,2.023,2.668,2.022,0,0.004,0.004,0
6,0.000,60,2.480,1.763,2.482,1.762,0,0.004,0.004,0
7,0.000,50,2.887,1.950,2.888,1.948,0,0.004,0.004,0
8,0.000,52,3.093,1.983,3.095,1.982,0,0.004,0.004,0
9,0.000,56,3.133,1.877,3.135,1.875,0,0.004,0.004,0
10,0.000,55,2.947,1.783,2.948,1.782,0,0.004,0.004,0
11,0.000,66,2.820,1.417,2.822,1.415,0,0.004,0.004,0
12,0.000,70,3.073,1.283,3.075,1.282,0,0.004,0.004,0
13,0.000,40,3.287,1.597,3.288,1.595,0,0.004,0.004,0
14,0.000,52,3.340,1.477,3.342,1.475,0,0.004,0.004,0
15,0.000,51,3.380,1.257,3.382,1.255,0,0.004,0.004,0
16,0.000,61,3.167,1.070,3.168,1.068,0,0.004,0.004,0
17,0.000,42,3.487,1.510,3.488,1.508,0,0.004,0.004,0
18,0.000,41,3.300,1.837,3.302,1.835,0,0.004,0.004,0
