 ,Area,Mean,X,Y,XM,YM,Perim.,Major,Minor,Angle
1,0.000,82,3.180,3.503,3.182,3.502,0,0.004,0.004,0
2,0.000,83,3.147,3.690,3.148,3.688,0,0.004,0.004,0
3,0.000,92,3.533,3.763,3.535,3.762,0,0.004,0.004,0
4,0.000,67,3.473,3.383,3.475,3.382,0,0.004,0.004,0
5,0.000,91,3.653,3.070,3.655,3.068,0,0.004,0.004,0
6,0.000,76,3.820,3.303,3.822,3.302,0,0.004,0.004,0
7,0.000,83,3.853,3.530,3.855,3.528,0,0.004,0.004,0
8,0.000,76,4.087,3.383,4.088,3.382,0,0.004,0.004,0
9,0.000,75,4.047,3.057,4.048,3.055,0,0.004,0.004,0
10,0.000,80,3.800,2.890,3.802,2.888,0,0.004,0.004,0
11,0.000,75,3.867,2.490,3.868,2.488,0,0.004,0.004,0
12,0.000,86,4.213,2.397,4.215,2.395,0,0.004,0.004,0
13,0.000,80,4.193,2.630,4.195,2.628,0,0.004,0.004,0
14,0.000,86,4.253,2.957,4.255,2.955,0,0.004,0.004,0
15,0.000,94,4.473,2.603,4.475,2.602,0,0.004,0.004,0
16,0.000,74,4.067,2.763,4.068,2.762,0,0.004,0.004,0
