 ,Area,Mean,X,Y,XM,YM,Perim.,Major,Minor,Angle
1,0.000,66,2.453,1.963,2.455,1.962,0,0.004,0.004,0
2,0.000,63,2.427,1.690,2.428,1.688,0,0.004,0.004,0
3,0.000,72,2.713,1.690,2.715,1.688,0,0.004,0.004,0
4,0.000,76,2.767,1.503,2.768,1.502,0,0.004,0.004,0
5,0.000,66,2.967,1.597,2.968,1.595,0,0.004,0.004,0
6,0.000,71,2.960,1.857,2.962,1.855,0,0.004,0.004,0
7,0.000,64,2.753,2.050,2.755,2.048,0,0.004,0.004,0
8,0.000,64,2.673,2.323,2.675,2.322,0,0.004,0.004,0
9,0.000,74,2.533,2.177,2.535,2.175,0,0.004,0.004,0
10,0.000,65,2.980,2.343,2.982,2.342,0,0.004,0.004,0
11,0.000,68,3.067,2.237,3.068,2.235,0,0.004,0.004,0
12,0.000,58,3.093,2.043,3.095,2.042,0,0.004,0.004,0
13,0.000,61,3.280,2.083,3.282,2.082,0,0.004,0.004,0
14,0.000,59,3.333,2.283,3.335,2.282,0,0.004,0.004,0
15,0.000,70,3.687,2.283,3.688,2.282,0,0.004,0.004,0
16,0.000,70,3.667,2.023,3.668,2.022,0,0.004,0.004,0
17,0.000,63,3.300,1.743,3.302,1.742,0,0.004,0.004,0
18,0.000,62,3.640,1.743,3.642,1.742,0,0.004,0.004,0
19,0.000,88,3.293,1.437,3.295,1.435,0,0.004,0.004,0
20,0.000,95,3.600,1.437,3.602,1.435,0,0.004,0.004,0
21,0.000,71,3.920,1.497,3.922,1.495,0,0.004,0.004,0
22,0.000,57,3.960,1.863,3.962,1.862,0,0.004,0.004,0
23,0.000,54,4.213,1.850,4.215,1.848,0,0.004,0.004,0
24,0.000,110,4.007,2.177,4.008,2.175,0,0.004,0.004,0
