 ,Area,Mean,X,Y,XM,YM,Perim.,Major,Minor,Angle
1,0.000,47,2.093,3.323,2.095,3.322,0,0.004,0.004,0
2,0.000,49,2.240,3.023,2.242,3.022,0,0.004,0.004,0
3,0.000,51,2.420,3.230,2.422,3.228,0,0.004,0.004,0
4,0.000,41,2.627,3.243,2.628,3.242,0,0.004,0.004,0
5,0.000,46,2.627,2.883,2.628,2.882,0,0.004,0.004,0
6,0.000,43,2.980,3.143,2.982,3.142,0,0.004,0.004,0
7,0.000,44,2.927,3.410,2.928,3.408,0,0.004,0.004,0
8,0.000,49,2.653,3.523,2.655,3.522,0,0.004,0.004,0
9,0.000,60,2.320,3.470,2.322,3.468,0,0.004,0.004,0
10,0.000,69,2.767,3.597,2.768,3.595,0,0.004,0.004,0
11,0.000,56,2.767,3.917,2.768,3.915,0,0.004,0.004,0
12,0.000,48,3.100,3.957,3.102,3.955,0,0.004,0.004,0
13,0.000,63,2.927,3.637,2.928,3.635,0,0.004,0.004,0
14,0.000,63,3.167,3.563,3.168,3.562,0,0.004,0.004,0
15,0.000,43,3.327,3.350,3.328,3.348,0,0.004,0.004,0
16,0.000,43,3.493,3.610,3.495,3.608,0,0.004,0.004,0
17,0.000,85,3.493,3.883,3.495,3.882,0,0.004,0.004,0
18,0.000,77,3.753,3.817,3.755,3.815,0,0.004,0.004,0
19,0.000,55,3.360,3.737,3.362,3.735,0,0.004,0.004,0
