 ,Area,Mean,X,Y,XM,YM,Perim.,Major,Minor,Angle
1,0.000,57,3.527,3.170,3.528,3.168,0,0.004,0.004,0
2,0.000,35,3.460,2.837,3.462,2.835,0,0.004,0.004,0
3,0.000,52,3.613,2.830,3.615,2.828,0,0.004,0.004,0
4,0.000,40,3.720,2.737,3.722,2.735,0,0.004,0.004,0
5,0.000,39,3.587,2.497,3.588,2.495,0,0.004,0.004,0
6,0.000,61,3.707,2.410,3.708,2.408,0,0.004,0.004,0
7,0.000,40,3.840,2.343,3.842,2.342,0,0.004,0.004,0
8,0.000,47,3.687,2.003,3.688,2.002,0,0.004,0.004,0
9,0.000,55,3.887,2.057,3.888,2.055,0,0.004,0.004,0
10,0.000,41,3.967,1.917,3.968,1.915,0,0.004,0.004,0
11,0.000,55,4.260,1.857,4.262,1.855,0,0.004,0.004,0
12,0.000,52,4.387,1.657,4.388,1.655,0,0.004,0.004,0
13,0.000,51,4.393,2.023,4.395,2.022,0,0.004,0.004,0
14,0.000,37,4.187,2.357,4.188,2.355,0,0.004,0.004,0
15,0.000,75,4.187,2.643,4.188,2.642,0,0.004,0.004,0
16,0.000,43,4.400,2.463,4.402,2.462,0,0.004,0.004,0
17,0.000,61,3.940,2.970,3.942,2.968,0,0.004,0.004,0
