 ,Area,Mean,X,Y,XM,YM,Perim.,Major,Minor,Angle
1,0.000,49,2.387,1.823,2.388,1.822,0,0.004,0.004,0
2,0.000,58,2.413,2.103,2.415,2.102,0,0.004,0.004,0
3,0.000,49,2.640,2.350,2.642,2.348,0,0.004,0.004,0
4,0.000,68,2.627,1.983,2.628,1.982,0,0.004,0.004,0
5,0.000,41,2.820,2.030,2.822,2.028,0,0.004,0.004,0
6,0.000,51,3.000,2.070,3.002,2.068,0,0.004,0.004,0
7,0.000,43,3.000,2.263,3.002,2.262,0,0.004,0.004,0
8,0.000,42,3.207,2.183,3.208,2.182,0,0.004,0.004,0
9,0.000,47,3.433,2.290,3.435,2.288,0,0.004,0.004,0
10,0.000,49,3.480,2.170,3.482,2.168,0,0.004,0.004,0
11,0.000,39,3.480,2.023,3.482,2.022,0,0.004,0.004,0
12,0.000,52,3.813,2.057,3.815,2.055,0,0.004,0.004,0
13,0.000,38,3.713,1.843,3.715,1.842,0,0.004,0.004,0
14,0.000,59,3.833,1.850,3.835,1.848,0,0.004,0.004,0
15,0.000,75,3.967,1.630,3.968,1.628,0,0.004,0.004,0
16,0.000,41,3.640,1.543,3.642,1.542,0,0.004,0.004,0
17,0.000,73,3.347,1.703,3.348,1.702,0,0.004,0.004,0
18,0.000,46,3.253,1.443,3.255,1.442,0,0.004,0.004,0
19,0.000,47,2.973,1.617,2.975,1.615,0,0.004,0.004,0
20,0.000,62,2.600,1.530,2.602,1.528,0,0.004,0.004,0
21,0.000,38,2.767,1.757,2.768,1.755,0,0.004,0.004,0
