 ,Area,Mean,X,Y,XM,YM,Perim.,Major,Minor,Angle
1,0.000,61,1.767,2.763,1.768,2.762,0,0.004,0.004,0
2,0.000,80,1.993,2.490,1.995,2.488,0,0.004,0.004,0
3,0.000,82,2.153,2.677,2.155,2.675,0,0.004,0.004,0
4,0.000,72,2.380,2.530,2.382,2.528,0,0.004,0.004,0
5,0.000,85,2.600,2.790,2.602,2.788,0,0.004,0.004,0
6,0.000,91,2.453,2.697,2.455,2.695,0,0.004,0.004,0
7,0.000,72,2.840,2.883,2.842,2.882,0,0.004,0.004,0
8,0.000,85,2.440,2.863,2.442,2.862,0,0.004,0.004,0
9,0.000,69,2.440,3.077,2.442,3.075,0,0.004,0.004,0
10,0.000,65,2.120,2.970,2.122,2.968,0,0.004,0.004,0
11,0.000,105,1.973,3.043,1.975,3.042,0,0.004,0.004,0
12,0.000,79,2.160,3.270,2.162,3.268,0,0.004,0.004,0
13,0.000,79,2.207,3.530,2.208,3.528,0,0.004,0.004,0
14,0.000,80,2.427,3.477,2.428,3.475,0,0.004,0.004,0
15,0.000,83,2.447,3.290,2.448,3.288,0,0.004,0.004,0
16,0.000,66,2.693,3.250,2.695,3.248,0,0.004,0.004,0
17,0.000,71,2.793,3.603,2.795,3.602,0,0.004,0.004,0
18,0.000,113,2.600,3.683,2.602,3.682,0,0.004,0.004,0
19,0.000,107,2.907,3.790,2.908,3.788,0,0.004,0.004,0
20,0.000,84,3.233,3.790,3.235,3.788,0,0.004,0.004,0
21,0.000,99,3.207,3.630,3.208,3.628,0,0.004,0.004,0
22,0.000,83,3.007,3.483,3.008,3.482,0,0.004,0.004,0
23,0.000,84,3.020,3.263,3.022,3.262,0,0.004,0.004,0
