 ,Area,Mean,X,Y,XM,YM,Perim.,Major,Minor,Angle
1,0.000,71,1.907,1.803,1.908,1.802,0,0.004,0.004,0
2,0.000,125,1.953,1.463,1.955,1.462,0,0.004,0.004,0
3,0.000,63,2.147,1.483,2.148,1.482,0,0.004,0.004,0
4,0.000,64,2.173,1.743,2.175,1.742,0,0.004,0.004,0
5,0.000,82,2.520,1.850,2.522,1.848,0,0.004,0.004,0
6,0.000,50,2.527,1.543,2.528,1.542,0,0.004,0.004,0
7,0.000,66,2.367,1.543,2.368,1.542,0,0.004,0.004,0
8,0.000,120,2.367,1.350,2.368,1.348,0,0.004,0.004,0
9,0.000,69,2.707,1.363,2.708,1.362,0,0.004,0.004,0
10,0.000,52,2.820,1.643,2.822,1.642,0,0.004,0.004,0
11,0.000,73,2.613,1.997,2.615,1.995,0,0.004,0.004,0
12,0.000,60,2.820,2.030,2.822,2.028,0,0.004,0.004,0
13,0.000,52,2.567,2.217,2.568,2.215,0,0.004,0.004,0
14,0.000,45,3.007,2.217,3.008,2.215,0,0.004,0.004,0
15,0.000,60,3.027,2.017,3.028,2.015,0,0.004,0.004,0
16,0.000,90,3.027,1.603,3.028,1.602,0,0.004,0.004,0
17,0.000,61,3.120,1.770,3.122,1.768,0,0.004,0.004,0
18,0.000,67,3.407,1.857,3.408,1.855,0,0.004,0.004,0
19,0.000,60,3.360,2.063,3.362,2.062,0,0.004,0.004,0
