 ,Area,Mean,X,Y,XM,YM,Perim.,Major,Minor,Angle
1,0.000,66,2.213,2.550,2.215,2.548,0,0.004,0.004,0
2,0.000,90,2.553,2.577,2.555,2.575,0,0.004,0.004,0
3,0.000,121,2.393,2.490,2.395,2.488,0,0.004,0.004,0
4,0.000,88,2.260,2.343,2.262,2.342,0,0.004,0.004,0
5,0.000,76,2.087,2.263,2.088,2.262,0,0.004,0.004,0
6,0.000,87,2.093,2.010,2.095,2.008,0,0.004,0.004,0
7,0.000,87,2.120,1.650,2.122,1.648,0,0.004,0.004,0
8,0.000,74,2.400,1.590,2.402,1.588,0,0.004,0.004,0
9,0.000,101,2.380,1.217,2.382,1.215,0,0.004,0.004,0
10,0.000,78,2.613,1.217,2.615,1.215,0,0.004,0.004,0
11,0.000,97,2.620,1.457,2.622,1.455,0,0.004,0.004,0
12,0.000,91,2.827,1.590,2.828,1.588,0,0.004,0.004,0
13,0.000,73,2.827,1.923,2.828,1.922,0,0.004,0.004,0
14,0.000,95,2.593,1.863,2.595,1.862,0,0.004,0.004,0
15,0.000,79,2.447,1.977,2.448,1.975,0,0.004,0.004,0
16,0.000,90,2.447,2.217,2.448,2.215,0,0.004,0.004,0
17,0.000,82,2.627,2.263,2.628,2.262,0,0.004,0.004,0
