 ,Area,Mean,X,Y,XM,YM,Perim.,Major,Minor,Angle
1,0.000,50,3.253,3.037,3.255,3.035,0,0.004,0.004,0
2,0.000,65,3.280,3.237,3.282,3.235,0,0.004,0.004,0
3,0.000,50,3.533,3.223,3.535,3.222,0,0.004,0.004,0
4,0.000,65,3.480,2.943,3.482,2.942,0,0.004,0.004,0
5,0.000,46,3.573,2.903,3.575,2.902,0,0.004,0.004,0
6,0.000,53,3.387,2.737,3.388,2.735,0,0.004,0.004,0
7,0.000,49,3.873,2.517,3.875,2.515,0,0.004,0.004,0
8,0.000,55,3.807,2.763,3.808,2.762,0,0.004,0.004,0
9,0.000,58,3.880,2.937,3.882,2.935,0,0.004,0.004,0
10,0.000,52,3.880,3.097,3.882,3.095,0,0.004,0.004,0
11,0.000,65,3.887,3.263,3.888,3.262,0,0.004,0.004,0
12,0.000,51,4.200,3.230,4.202,3.228,0,0.004,0.004,0
13,0.000,51,4.207,3.070,4.208,3.068,0,0.004,0.004,0
14,0.000,48,4.087,2.850,4.088,2.848,0,0.004,0.004,0
15,0.000,56,4.220,2.723,4.222,2.722,0,0.004,0.004,0
16,0.000,53,4.253,2.510,4.255,2.508,0,0.004,0.004,0
17,0.000,54,4.480,2.610,4.482,2.608,0,0.004,0.004,0
18,0.000,67,4.540,2.963,4.542,2.962,0,0.004,0.004,0
