 ,Area,Mean,X,Y,XM,YM,Perim.,Major,Minor,Angle
1,0.000,35,3.140,2.883,3.142,2.882,0,0.004,0.004,0
2,0.000,33,3.140,2.523,3.142,2.522,0,0.004,0.004,0
3,0.000,32,3.387,2.343,3.388,2.342,0,0.004,0.004,0
4,0.000,29,3.433,2.583,3.435,2.582,0,0.004,0.004,0
5,0.000,31,3.613,2.343,3.615,2.342,0,0.004,0.004,0
6,0.000,32,3.027,2.230,3.028,2.228,0,0.004,0.004,0
7,0.000,31,3.153,2.077,3.155,2.075,0,0.004,0.004,0
8,0.000,34,3.140,1.790,3.142,1.788,0,0.004,0.004,0
9,0.000,35,3.247,1.557,3.248,1.555,0,0.004,0.004,0
10,0.000,34,3.493,1.850,3.495,1.848,0,0.004,0.004,0
11,0.000,33,3.607,2.063,3.608,2.062,0,0.004,0.004,0
