 ,Area,Mean,X,Y,XM,YM,Perim.,Major,Minor,Angle
1,0.000,65,3.807,3.163,3.808,3.162,0,0.004,0.004,0
2,0.000,47,3.807,2.863,3.808,2.862,0,0.004,0.004,0
3,0.000,50,3.980,2.883,3.982,2.882,0,0.004,0.004,0
4,0.000,64,4.040,2.650,4.042,2.648,0,0.004,0.004,0
5,0.000,80,3.827,2.557,3.828,2.555,0,0.004,0.004,0
6,0.000,68,3.767,2.223,3.768,2.222,0,0.004,0.004,0
7,0.000,51,4.093,2.263,4.095,2.262,0,0.004,0.004,0
8,0.000,48,4.093,2.097,4.095,2.095,0,0.004,0.004,0
9,0.000,61,4.467,2.037,4.468,2.035,0,0.004,0.004,0
10,0.000,71,4.387,2.343,4.388,2.342,0,0.004,0.004,0
11,0.000,70,4.240,2.790,4.242,2.788,0,0.004,0.004,0
