 ,Area,Mean,X,Y,XM,YM,Perim.,Major,Minor,Angle
1,0.000,52,2.973,1.643,2.975,1.642,0,0.004,0.004,0
2,0.000,54,2.980,1.957,2.982,1.955,0,0.004,0.004,0
3,0.000,64,3.253,1.950,3.255,1.948,0,0.004,0.004,0
4,0.000,50,3.267,1.663,3.268,1.662,0,0.004,0.004,0
5,0.000,48,3.253,1.343,3.255,1.342,0,0.004,0.004,0
6,0.000,45,3.267,2.317,3.268,2.315,0,0.004,0.004,0
7,0.000,45,3.527,2.003,3.528,2.002,0,0.004,0.004,0
8,0.000,56,3.740,1.677,3.742,1.675,0,0.004,0.004,0
9,0.000,49,3.960,1.857,3.962,1.855,0,0.004,0.004,0
10,0.000,46,3.933,2.157,3.935,2.155,0,0.004,0.004,0
11,0.000,42,3.673,2.277,3.675,2.275,0,0.004,0.004,0
12,0.000,42,3.560,2.483,3.562,2.482,0,0.004,0.004,0
13,0.000,45,3.893,2.537,3.895,2.535,0,0.004,0.004,0
14,0.000,43,4.187,2.463,4.188,2.462,0,0.004,0.004,0
15,0.000,47,4.167,2.837,4.168,2.835,0,0.004,0.004,0
