 ,Area,Mean,X,Y,XM,YM,Perim.,Major,Minor,Angle
1,0.000,57,2.753,1.583,2.755,1.582,0,0.004,0.004,0
2,0.000,80,2.827,1.783,2.828,1.782,0,0.004,0.004,0
3,0.000,55,3.040,1.910,3.042,1.908,0,0.004,0.004,0
4,0.000,51,3.040,1.590,3.042,1.588,0,0.004,0.004,0
5,0.000,55,2.867,1.223,2.868,1.222,0,0.004,0.004,0
6,0.000,105,3.013,1.137,3.015,1.135,0,0.004,0.004,0
7,0.000,89,3.133,1.163,3.135,1.162,0,0.004,0.004,0
8,0.000,53,3.333,1.430,3.335,1.428,0,0.004,0.004,0
9,0.000,69,3.447,1.297,3.448,1.295,0,0.004,0.004,0
10,0.000,65,3.767,1.363,3.768,1.362,0,0.004,0.004,0
11,0.000,67,3.553,1.570,3.555,1.568,0,0.004,0.004,0
12,0.000,47,3.447,1.757,3.448,1.755,0,0.004,0.004,0
13,0.000,47,3.653,1.777,3.655,1.775,0,0.004,0.004,0
14,0.000,65,3.913,1.690,3.915,1.688,0,0.004,0.004,0
15,0.000,53,4.120,1.917,4.122,1.915,0,0.004,0.004,0
16,0.000,54,3.927,1.977,3.928,1.975,0,0.004,0.004,0
17,0.000,64,4.193,2.117,4.195,2.115,0,0.004,0.004,0
18,0.000,48,3.947,2.323,3.948,2.322,0,0.004,0.004,0
19,0.000,58,3.673,2.077,3.675,2.075,0,0.004,0.004,0
20,0.000,51,3.487,2.130,3.488,2.128,0,0.004,0.004,0
21,0.000,51,3.280,2.217,3.282,2.215,0,0.004,0.004,0
22,0.000,53,3.627,2.303,3.628,2.302,0,0.004,0.004,0
