 ,Area,Mean,X,Y,XM,YM,Perim.,Major,Minor,Angle
1,0.000,89,2.180,2.663,2.182,2.662,0,0.004,0.004,0
2,0.000,51,2.320,2.563,2.322,2.562,0,0.004,0.004,0
3,0.000,55,2.660,2.457,2.662,2.455,0,0.004,0.004,0
4,0.000,48,2.660,2.770,2.662,2.768,0,0.004,0.004,0
5,0.000,61,2.520,2.770,2.522,2.768,0,0.004,0.004,0
6,0.000,54,2.347,2.943,2.348,2.942,0,0.004,0.004,0
7,0.000,56,2.487,3.177,2.488,3.175,0,0.004,0.004,0
8,0.000,51,2.833,3.403,2.835,3.402,0,0.004,0.004,0
9,0.000,56,2.833,3.143,2.835,3.142,0,0.004,0.004,0
10,0.000,55,2.833,2.810,2.835,2.808,0,0.004,0.004,0
11,0.000,76,2.827,2.623,2.828,2.622,0,0.004,0.004,0
12,0.000,70,3.060,2.803,3.062,2.802,0,0.004,0.004,0
13,0.000,61,3.067,3.110,3.068,3.108,0,0.004,0.004,0
14,0.000,53,3.140,3.263,3.142,3.262,0,0.004,0.004,0
15,0.000,72,3.140,3.410,3.142,3.408,0,0.004,0.004,0
