 ,Area,Mean,X,Y,XM,YM,Perim.,Major,Minor,Angle
1,0.000,48,3.487,1.670,3.488,1.668,0,0.004,0.004,0
2,0.000,69,3.780,1.703,3.782,1.702,0,0.004,0.004,0
3,0.000,40,3.767,1.910,3.768,1.908,0,0.004,0.004,0
4,0.000,51,4.080,1.903,4.082,1.902,0,0.004,0.004,0
5,0.000,39,3.987,2.150,3.988,2.148,0,0.004,0.004,0
6,0.000,46,3.900,2.070,3.902,2.068,0,0.004,0.004,0
7,0.000,45,4.113,2.290,4.115,2.288,0,0.004,0.004,0
8,0.000,72,4.287,2.077,4.288,2.075,0,0.004,0.004,0
9,0.000,45,4.367,2.357,4.368,2.355,0,0.004,0.004,0
10,0.000,39,4.167,2.450,4.168,2.448,0,0.004,0.004,0
11,0.000,46,4.140,2.717,4.142,2.715,0,0.004,0.004,0
12,0.000,59,4.367,2.710,4.368,2.708,0,0.004,0.004,0
13,0.000,40,4.320,2.923,4.322,2.922,0,0.004,0.004,0
14,0.000,46,4.007,2.957,4.008,2.955,0,0.004,0.004,0
15,0.000,59,3.913,2.777,3.915,2.775,0,0.004,0.004,0
16,0.000,41,3.840,2.577,3.842,2.575,0,0.004,0.004,0
17,0.000,43,3.760,2.410,3.762,2.408,0,0.004,0.004,0
18,0.000,40,3.620,2.297,3.622,2.295,0,0.004,0.004,0
19,0.000,52,3.447,2.083,3.448,2.082,0,0.004,0.004,0
20,0.000,57,3.267,1.977,3.268,1.975,0,0.004,0.004,0
21,0.000,56,3.273,2.250,3.275,2.248,0,0.004,0.004,0
22,0.000,62,3.460,2.403,3.462,2.402,0,0.004,0.004,0
23,0.000,44,3.553,2.623,3.555,2.622,0,0.004,0.004,0
24,0.000,56,3.660,2.743,3.662,2.742,0,0.004,0.004,0
